ax,ay,az,gx,gy,gz
0.225,-9.319,-5.625,-0.464,0.144,0.287
2.625,-13.88,-5.194,-0.776,1.16,-0.04
3.11,-15.749,-3.966,-1.192,1.355,-0.144
2.965,-15.227,-2.584,-1.908,1.879,0.043
3.828,-10.996,-0.547,-3.003,2.501,0.717
5.065,-0.295,-0.255,-4.068,2.754,1.705
7.53,11.274,-5.629,-2.618,1.031,1.782
7.08,10.988,-7.784,-1.238,-0.191,0.878
5.538,5.506,-8.569,0.302,-1.393,-0.405
3.338,5.61,-8.964,1.015,-1.586,-1.395
3.31,5.701,-8.302,1.481,-1.784,-1.662
0.038,2.798,-7.964,2.277,-2.275,-1.904
-1.06,-4.569,-6.198,2.24,-1.998,-1.359
-0.33,-7.597,-5.58,2.002,-1.744,-0.98
0.304,-10.243,-4.894,0.216,0.119,0.159

