ax,ay,az,gx,gy,gz
-3.523,-6.956,-3.426,-0.033,0.078,0.166
-1.472,-5.779,-2.259,-0.172,-0.041,0.932
-0.517,-4.099,-1.244,-0.46,-0.284,1.775
-15.767,-3.356,-2.547,-1.77,-1.384,3.862
-26.015,-6.231,-1.975,-1.613,-0.823,1.241
-34.4,-3.559,-1.491,-1.574,-0.609,-1.566
-32.034,3.218,0.111,-1.017,-0.174,-4.248
-21.244,11.501,0.962,-0.34,0.227,-5.393
-12.438,12.972,-0.196,-0.11,-0.265,-3.388
-4.61,8.255,-0.236,0.322,-0.181,-1.314
-6.539,-0.582,-0.509,0.137,-0.621,0.572
-8.441,-8.053,-0.634,0.244,-0.187,1.363
-8.605,-8.696,-0.656,0.21,0.096,1.263
-8.013,-8.61,-1.302,0.238,0.309,1.165
-7.172,-7.825,-0.565,0.427,1.14,1.093
