ax,ay,az,gx,gy,gz
-2.763,-7.671,-3.129,-0.151,-0.121,-0.01
-2.076,-7.12,-2.844,-0.122,-0.161,0.127
-0.919,-5.866,-2.346,-0.077,-0.259,0.566
-0.683,3.697,0.206,-0.468,-0.573,4.68
-5.063,7.177,0.788,-0.879,-0.824,6.289
-33.065,4.377,1.371,-1.802,-0.919,2.38
-40.587,5.956,4.88,-1.998,-0.39,-1.112
-44.133,9.786,8.27,-2.174,0.102,-4.605
-36.569,13.908,8.709,-2.151,1.048,-7.314
-25.207,20.465,7.726,-2.048,0.486,-7.335
-1.349,12.621,-0.949,-0.217,-0.305,0.369
-3.297,6.222,-1.634,0.441,-0.543,3.1
-13.669,-2.821,4.211,1.491,-0.949,4.159
-15.684,-3.968,4.449,1.619,-1.15,3.396
-15.942,-4.799,4.713,1.474,-1.126,2.421
