ax,ay,az,gx,gy,gz
-3.166,-6.524,-2.821,-0.128,-0.263,0.174
-2.442,-5.375,-2.475,-0.06,-0.226,0.574
-1.252,-3.573,-1.726,-0.068,-0.271,1.354
-0.663,-0.939,-0.909,-0.184,-0.41,2.559
-1.0,2.441,-0.136,-0.4,-0.532,4.143
-26.904,9.1,-0.703,-1.943,-0.717,5.022
-36.38,10.531,1.016,-1.826,-0.36,1.636
-43.648,24.959,9.171,-1.321,1.319,-5.198
-32.621,29.809,9.524,-1.123,1.642,-7.477
-19.525,33.734,8.149,-0.892,0.955,-6.573
-5.895,2.464,-1.788,0.864,-0.338,3.744
-11.251,-2.443,1.313,1.195,-0.287,4.297
-13.111,-4.482,2.693,1.386,-0.215,3.975
-12.967,-5.417,3.643,1.527,-0.507,3.1
-13.147,-6.18,3.706,1.235,-0.061,1.128
