ax,ay,az,gx,gy,gz
3.166,-14.881,-3.843,-0.989,1.023,-0.34
4.058,-16.407,-2.289,-1.667,1.475,-0.114
4.962,-14.012,-0.766,-2.906,2.215,0.777
8.337,0.739,0.886,-4.486,2.74,2.0
3.701,3.897,-0.895,-4.136,2.271,2.427
5.644,10.252,-2.046,-3.582,2.414,2.277
6.337,14.695,-5.939,-1.79,-0.057,1.247
3.192,3.773,-8.723,0.05,-1.172,-0.206
1.795,5.404,-9.717,0.87,-1.668,-1.39
1.099,4.519,-9.357,1.382,-1.604,-1.911
0.143,4.061,-8.773,1.744,-1.498,-2.09
-0.42,1.687,-8.248,1.911,-1.566,-2.088
-0.629,-3.721,-6.933,1.792,-1.169,-1.643
-0.422,-5.546,-6.263,1.569,-0.753,-1.172
0.345,-7.714,-5.48,1.248,-0.61,-0.718
