ax,ay,az,gx,gy,gz
-0.074,-8.547,-3.458,-0.631,-0.042,-0.0
-0.074,-11.696,-6.584,-1.114,-0.237,-0.729
3.912,-17.287,-4.836,-1.475,0.977,-0.991
6.181,-15.274,-2.077,-2.597,2.101,0.352
5.479,10.102,-3.401,-2.808,1.289,2.249
5.232,14.256,-5.277,-2.015,0.237,1.777
3.848,15.218,-8.481,-0.402,-0.924,0.29
1.941,4.486,-9.623,0.993,-1.048,-1.39
0.72,1.744,-8.428,1.774,-1.444,-1.749
0.228,-0.286,-8.118,1.923,-1.555,-1.629
0.128,-3.986,-6.724,1.932,-1.339,-1.168
-0.205,-6.604,-6.046,1.678,-1.212,-0.652
0.572,-8.461,-5.163,1.355,-1.142,-0.229
0.273,-9.071,-5.519,1.0,-0.909,0.165
-0.677,-9.375,-6.418,0.166,0.057,0.574
