ax,ay,az,gx,gy,gz
0.018,-9.171,-5.568,-0.275,0.15,-0.007
2.314,-14.182,-3.348,-1.749,1.61,0.286
2.587,-12.564,-2.088,-2.662,2.163,0.748
3.059,-7.4,-1.203,-3.764,2.56,1.606
4.384,1.079,-1.603,-4.105,2.544,2.497
7.267,9.952,-4.515,-1.823,0.252,1.212
5.977,9.237,-6.827,-0.403,-1.353,-0.038
3.699,5.918,-8.107,0.666,-2.225,-1.519
3.146,7.663,-8.814,1.164,-2.614,-1.914
-1.424,4.889,-9.266,2.039,-2.386,-2.423
-1.927,1.443,-8.131,2.335,-1.958,-2.386
-0.622,-5.454,-5.336,2.194,-1.203,-1.532
-0.411,-7.875,-4.878,1.802,-1.12,-1.109
0.674,-9.613,-4.667,1.359,-0.63,-0.686
1.014,-9.853,-4.635,0.936,-0.235,-0.307
