ax,ay,az,gx,gy,gz
-3.361,-7.648,-2.884,-0.121,-0.023,0.013
-0.547,-3.999,-1.782,-0.165,-0.04,1.489
-0.185,-1.41,-1.005,-0.297,-0.236,2.691
-3.528,4.454,-0.43,-0.817,-0.482,5.508
-7.917,6.998,-0.488,-1.172,-0.884,6.548
-15.858,7.438,-0.923,-1.373,-1.185,6.604
-44.3,10.92,6.286,-1.879,0.234,-1.742
-45.154,18.799,9.415,-1.938,0.978,-4.991
-35.405,24.227,8.389,-1.729,0.99,-7.03
-13.882,27.455,3.71,-0.668,0.538,-3.723
-4.998,18.188,-0.259,-0.208,0.297,-1.092
-11.554,-5.59,0.972,0.776,-0.063,3.727
-12.235,-7.451,1.547,0.868,-0.121,3.337
-12.215,-8.638,0.785,0.599,0.577,0.814
-10.374,-7.805,0.224,0.332,0.995,0.079
