ax,ay,az,gx,gy,gz
0.352,-7.614,-5.142,-0.147,-0.223,-0.149
-0.251,-8.203,-5.353,-0.403,-0.267,0.385
-0.845,-10.178,-5.414,-0.653,-0.035,-0.18
0.272,-10.732,-5.977,-0.704,0.22,-0.605
2.187,-12.168,-5.827,-0.718,0.832,-0.826
5.044,-14.245,-3.72,-1.027,1.583,-0.629
10.357,-0.213,0.534,-3.775,2.645,2.18
6.623,5.317,-1.21,-3.971,2.195,3.31
6.515,13.639,-3.632,-3.024,1.703,2.326
3.207,5.661,-9.726,0.003,-0.159,-0.093
6.954,3.124,-8.266,0.384,-0.144,-1.206
5.236,3.671,-8.904,0.423,-1.146,-0.951
3.496,4.014,-10.369,0.54,-1.109,-0.94
2.551,4.519,-10.693,1.039,-0.862,-1.043
2.215,3.558,-10.386,1.444,-0.913,-1.252
