ax,ay,az,gx,gy,gz
0.76,-7.0,-3.654,-0.448,-0.217,0.384
0.185,-6.823,-3.69,-0.666,-0.301,0.705
-1.318,-7.735,-4.946,-0.934,-0.348,0.88
-2.48,-9.94,-6.834,-1.136,-0.165,0.638
-2.289,-12.252,-7.853,-1.211,0.401,0.046
1.328,-16.504,-5.374,-1.666,1.662,-0.697
3.531,-14.348,-2.579,-2.4,2.53,-0.103
6.323,-4.602,0.269,-3.737,3.23,1.288
7.411,3.049,0.885,-3.932,2.574,2.728
3.933,6.375,-2.303,-3.62,1.848,2.74
5.987,10.153,-3.487,-2.776,1.528,2.371
5.979,10.493,-5.87,-1.762,0.36,1.584
6.408,2.908,-7.778,0.591,-0.959,-0.87
3.757,2.653,-8.908,0.701,-1.421,-0.848
1.204,2.441,-9.007,1.511,-2.026,-1.25
