ax,ay,az,gx,gy,gz
0.503,-9.255,-4.976,-0.55,-0.392,0.138
0.815,-11.551,-6.132,-0.704,0.09,-0.037
4.123,-18.117,-3.584,-1.326,1.412,-0.222
7.603,-1.893,0.718,-3.965,3.297,1.784
6.791,4.379,0.357,-3.907,2.83,2.7
4.921,11.162,-1.952,-3.563,2.472,2.288
7.07,15.321,-3.018,-2.947,1.796,2.046
5.305,4.616,-8.069,0.662,-1.468,-1.705
1.396,4.704,-9.309,1.379,-2.332,-1.929
0.168,3.019,-9.069,1.842,-2.2,-2.238
-0.747,1.032,-8.266,2.046,-1.832,-2.076
-1.102,-2.327,-7.488,1.952,-1.53,-1.697
-0.798,-7.665,-5.94,1.36,-0.869,-0.6
-0.117,-9.672,-5.436,0.691,-0.141,0.289
-0.667,-9.556,-4.914,0.204,0.41,0.714
