ax,ay,az,gx,gy,gz
0.872,-8.6,-5.326,-0.446,-0.116,-0.037
4.43,-14.429,-2.813,-1.427,1.437,-0.475
4.83,-13.744,-1.057,-2.106,1.811,-0.164
5.672,-10.422,1.269,-3.272,1.946,0.676
7.168,7.737,-2.506,-4.125,0.872,2.139
6.076,11.233,-5.516,-3.541,0.747,2.027
6.546,13.351,-8.847,-1.026,-0.477,0.621
5.102,4.393,-8.916,0.364,-1.132,-0.479
3.538,3.992,-9.038,0.87,-0.948,-1.282
3.531,3.682,-8.847,1.222,-1.272,-1.424
2.058,2.839,-9.131,1.496,-1.43,-1.528
0.317,-2.739,-8.013,1.957,-1.053,-1.29
0.809,-4.544,-7.138,1.818,-1.084,-1.081
1.082,-7.832,-5.527,0.947,-0.748,-0.249
0.338,-8.298,-5.542,0.662,-0.498,-0.053
