ax,ay,az,gx,gy,gz
0.803,-8.601,-4.369,-0.29,-0.035,0.24
1.025,-8.64,-3.615,-0.508,0.033,0.478
0.213,-9.09,-3.726,-0.832,-0.144,0.578
-0.876,-10.104,-5.305,-1.055,0.031,0.367
-0.421,-11.378,-6.272,-1.084,0.39,-0.039
0.555,-13.479,-5.655,-1.115,0.739,-0.453
1.218,-15.191,-4.577,-1.435,1.152,-0.636
3.127,-13.7,-2.578,-2.269,2.016,-0.084
6.614,-3.04,-0.079,-3.738,2.719,1.343
7.364,4.061,0.351,-4.074,2.278,2.685
7.283,11.414,-3.519,-3.145,1.731,2.333
3.323,4.561,-8.369,1.096,-1.778,-1.096
1.998,4.09,-8.492,1.551,-1.716,-1.292
-1.045,-2.802,-7.605,1.847,-1.491,-1.06
-1.105,-5.071,-7.109,1.726,-1.244,-0.861
