ax,ay,az,gx,gy,gz
-3.599,-7.55,-3.212,-0.148,0.112,0.02
-0.231,-4.936,-1.917,-0.187,-0.011,1.133
0.966,-2.299,-1.052,-0.415,-0.342,2.308
0.614,1.107,-0.554,-0.709,-0.602,3.888
-2.265,4.513,-0.025,-1.066,-0.7,5.477
-15.732,8.113,0.786,-1.723,-1.663,6.523
-26.997,5.56,0.48,-1.721,-1.098,4.398
-44.298,19.845,8.515,-1.879,0.859,-5.561
-32.782,23.476,6.547,-1.589,1.122,-6.823
-22.434,28.24,6.127,-1.17,0.714,-5.497
-2.71,5.912,-1.121,0.347,-0.387,2.628
-9.411,-0.758,0.854,0.582,-0.46,3.913
-13.776,-7.807,1.026,0.914,-0.705,1.42
-10.633,-6.329,0.433,0.713,0.256,-0.098
-8.748,-5.612,0.425,0.568,0.796,-0.581
