ax,ay,az,gx,gy,gz
-0.346,-8.101,-4.852,-0.2,-0.083,-0.119
-0.272,-8.558,-4.502,-0.28,-0.093,-0.14
0.445,-9.31,-4.566,-0.325,-0.101,-0.155
1.802,-12.722,-4.419,-0.487,0.093,-0.289
4.965,2.661,0.065,-4.468,3.238,2.207
4.605,7.48,-1.758,-4.161,1.989,2.32
4.072,11.147,-4.201,-3.313,1.338,1.736
5.101,5.878,-8.841,0.631,-2.023,-1.382
3.167,6.465,-9.71,1.155,-1.531,-1.823
0.031,1.966,-8.262,2.281,-2.068,-1.625
-0.558,-1.534,-7.068,2.435,-1.906,-1.324
-0.433,-4.764,-5.776,2.335,-1.918,-0.971
-0.629,-7.801,-4.948,1.958,-1.553,-0.706
-0.33,-9.446,-4.827,1.404,-0.908,-0.443
0.007,-10.874,-4.676,0.839,-0.46,-0.171
