ax,ay,az,gx,gy,gz
-3.533,-7.713,-2.613,-0.124,-0.124,0.014
-1.607,-0.258,0.3,-0.186,-0.63,3.203
-2.633,3.15,0.498,-0.497,-0.64,4.724
-6.034,6.527,1.238,-0.867,-1.045,6.123
-14.02,8.452,1.552,-1.311,-1.215,6.727
-38.841,10.636,6.632,-2.015,0.856,-0.804
-41.585,15.994,9.377,-1.851,1.916,-4.231
-34.522,19.882,10.254,-1.507,2.15,-7.165
-5.51,21.924,2.337,-0.234,0.107,-2.758
-0.862,13.832,-0.004,0.127,-0.53,0.001
-3.343,7.57,-0.585,0.468,-0.726,2.743
-9.322,2.682,0.764,0.983,-0.584,4.008
-16.947,-6.87,3.157,1.342,0.083,1.683
-15.608,-7.265,2.703,1.113,0.817,0.518
-11.607,-6.295,1.836,0.613,2.095,-1.634
