ax,ay,az,gx,gy,gz
-5.116,-7.384,-2.325,-0.215,-0.287,0.23
-4.68,-6.276,-1.982,-0.17,-0.276,0.453
-3.683,-4.253,-1.753,-0.106,-0.274,1.052
-2.544,-1.654,-1.539,-0.044,-0.286,2.147
-2.484,1.345,-1.055,-0.025,-0.345,3.64
-21.739,1.333,0.849,-1.058,-1.292,5.324
-29.431,0.096,3.639,-1.672,-0.403,2.515
-23.791,21.664,9.363,-2.012,2.032,-7.418
-15.52,23.883,6.487,-1.343,1.151,-5.237
-0.85,10.493,-0.674,0.035,-0.459,0.032
-2.989,4.23,-1.225,0.603,-0.729,2.628
-13.82,-7.374,3.059,1.812,-0.021,2.408
-14.173,-7.225,2.824,1.458,0.44,1.65
-12.822,-6.417,2.208,0.699,1.073,-0.072
-11.827,-5.743,1.809,0.351,1.332,-0.902
