ax,ay,az,gx,gy,gz
0.654,-8.112,-4.184,-0.394,-0.466,-0.034
2.123,-14.647,-5.317,-0.66,0.336,-0.669
3.649,-17.235,-3.786,-1.109,0.854,-0.847
5.227,-16.86,-1.046,-2.099,1.74,-0.24
8.205,-7.92,2.379,-3.697,2.533,1.398
7.937,1.061,3.088,-3.963,1.98,2.925
6.234,6.159,0.396,-3.817,1.73,2.637
3.457,4.491,-9.032,0.727,-1.365,-1.737
3.361,5.337,-8.485,1.154,-1.704,-1.501
0.649,3.987,-9.436,1.316,-2.259,-1.656
-0.964,3.063,-9.213,1.698,-2.022,-1.864
-1.583,0.591,-8.582,1.869,-1.574,-1.728
-1.581,-2.338,-7.224,1.793,-1.224,-1.286
-1.366,-5.447,-6.521,1.453,-1.181,-0.824
-1.228,-7.212,-6.252,1.09,-0.632,-0.385
