ax,ay,az,gx,gy,gz
-1.867,-4.958,-3.351,-0.051,-0.079,1.161
-1.182,-3.694,-2.67,-0.16,-0.173,1.971
-0.869,-1.961,-1.811,-0.381,-0.277,3.046
-2.195,0.419,-1.345,-0.736,-0.554,4.124
-4.125,2.366,-1.364,-1.135,-0.63,5.103
-6.741,4.236,-1.129,-1.626,-0.967,5.734
-12.272,4.735,-2.048,-2.027,-1.087,5.862
-21.288,4.289,-2.103,-2.402,-1.304,4.674
-29.384,3.627,0.498,-2.318,-0.138,1.666
-31.81,23.236,7.951,-0.948,1.508,-6.67
-13.07,25.525,3.866,0.112,0.825,-4.739
-3.265,18.392,1.635,0.477,0.385,-2.317
-0.729,7.012,-0.292,0.403,-0.451,0.232
-6.381,0.088,-0.69,0.229,-0.259,2.412
-12.81,-6.17,1.298,0.254,-0.271,2.975
