ax,ay,az,gx,gy,gz
-0.77,-9.904,-5.119,-0.513,-0.41,-0.564
1.286,-11.325,-5.629,-0.689,-0.05,-0.923
3.345,-13.402,-5.369,-0.916,0.766,-0.759
6.787,-11.2,-1.6,-3.184,2.475,1.565
7.049,0.175,-3.127,-3.788,2.393,3.206
5.614,0.831,-2.732,-3.437,2.72,2.866
5.369,9.464,-4.175,-2.259,0.776,2.184
4.049,0.641,-6.408,0.256,-0.737,-0.739
4.862,4.124,-7.424,0.335,-1.471,-0.618
2.668,3.747,-9.206,0.439,-1.957,-0.856
0.959,4.633,-9.941,1.036,-1.784,-1.328
-0.303,3.803,-9.941,1.458,-1.803,-1.674
-0.833,-1.727,-6.865,1.778,-1.151,-1.245
-0.941,-4.3,-6.131,1.526,-0.861,-0.749
-0.478,-6.673,-4.815,1.23,-0.518,-0.223
