ax,ay,az,gx,gy,gz
1.548,-12.634,-5.045,-0.748,0.41,-0.074
3.444,-18.024,-1.797,-1.694,1.435,-0.255
4.536,-15.639,0.079,-3.009,2.366,0.613
7.973,0.311,1.418,-4.424,2.909,1.782
5.459,4.278,0.351,-4.151,2.164,1.979
7.567,16.282,-6.374,-1.651,0.191,0.977
4.83,4.375,-8.611,0.108,-0.94,-0.419
6.862,5.786,-8.593,0.397,-1.122,-0.887
4.837,5.191,-8.799,0.663,-1.998,-1.081
1.983,6.08,-9.601,1.373,-1.971,-1.651
0.528,4.763,-8.979,1.989,-2.307,-2.109
-0.654,3.137,-7.806,2.303,-2.014,-2.108
-0.71,-3.991,-5.454,2.097,-1.675,-1.389
-1.03,-7.084,-5.167,1.713,-1.291,-0.84
-0.208,-9.881,-4.593,1.275,-0.673,-0.371
