ax,ay,az,gx,gy,gz
0.519,-7.079,-5.518,-0.225,0.088,0.228
0.128,-8.174,-5.824,-0.569,0.096,0.628
-0.039,-9.797,-6.397,-0.7,0.419,0.545
0.88,-11.835,-5.989,-0.811,0.735,0.338
1.245,-13.693,-5.495,-1.013,0.971,0.129
1.113,-14.659,-5.185,-1.343,1.513,0.06
2.009,-13.267,-3.897,-1.966,2.265,0.339
2.571,4.039,-4.708,-3.192,1.642,2.275
4.759,8.242,-5.363,-2.57,1.565,1.898
5.428,1.358,-7.462,-0.117,-0.266,-0.265
7.704,2.587,-7.032,-0.227,0.223,-0.07
6.421,1.354,-7.214,-0.384,-0.482,0.15
3.28,4.41,-8.331,0.999,-1.54,-1.377
1.096,3.174,-8.863,1.95,-1.929,-1.954
0.262,0.905,-8.596,2.178,-2.047,-1.914
