ax,ay,az,gx,gy,gz
-3.526,-7.754,-3.464,-0.1,0.061,0.054
-0.43,-4.288,-1.772,-0.147,-0.667,1.12
0.252,-1.208,-1.086,-0.218,-0.963,2.331
-2.559,5.41,0.37,-0.634,-1.216,5.596
-7.294,8.025,0.232,-0.972,-1.182,6.907
-15.49,9.653,0.349,-1.24,-1.462,6.944
-43.059,12.496,8.013,-1.722,0.277,-1.783
-44.491,20.058,10.93,-1.915,0.744,-5.124
-14.128,28.081,4.593,-1.239,0.367,-4.944
-5.018,18.759,-1.064,-0.667,0.033,-2.358
-3.581,2.383,-1.306,0.281,-0.011,2.894
-10.555,-2.709,2.451,0.55,-0.608,4.495
-13.25,-3.309,3.591,0.786,-0.932,4.045
-15.393,-5.786,1.656,0.907,-0.152,0.992
-13.828,-6.006,0.999,0.763,0.53,-0.105
