ax,ay,az,gx,gy,gz
-0.144,-7.646,-5.472,-0.139,-0.032,0.008
0.07,-7.621,-5.312,-0.143,-0.037,0.068
-0.837,-8.115,-5.477,-0.749,0.028,0.906
-0.954,-12.001,-7.17,-1.039,0.962,0.363
-0.424,-14.31,-6.713,-1.217,1.329,-0.111
4.887,2.728,-9.037,0.024,-0.737,-0.728
7.966,4.061,-8.306,0.265,-0.26,-0.638
4.25,4.068,-8.892,0.838,-1.17,-1.003
0.955,3.53,-9.185,1.601,-1.413,-1.711
0.22,2.125,-8.999,1.834,-1.297,-1.845
1.168,-4.224,-6.842,1.846,-0.586,-1.151
1.854,-6.246,-5.885,1.643,-0.652,-0.724
2.15,-7.565,-5.21,1.382,-0.647,-0.311
1.18,-9.303,-5.349,0.309,-0.459,0.336
0.882,-9.262,-5.392,0.058,-0.273,0.298
