ax,ay,az,gx,gy,gz
-0.678,-7.341,-5.581,-0.133,-0.074,-0.148
-0.714,-7.407,-5.574,-0.148,-0.095,-0.125
-0.491,-8.363,-5.428,-0.234,-0.087,-0.146
0.054,-9.285,-5.626,-0.295,0.041,-0.232
1.238,-10.815,-5.75,-0.44,0.347,-0.355
2.984,-12.94,-4.707,-0.665,0.858,-0.351
6.86,1.269,0.384,-4.24,2.417,2.459
4.04,4.892,-2.061,-3.976,1.811,2.589
5.435,10.964,-4.161,-3.316,1.886,2.251
5.911,12.675,-7.868,-1.135,-0.29,0.836
4.395,3.978,-9.173,0.055,-0.948,-0.475
6.045,5.486,-8.642,0.375,-1.083,-1.0
3.238,4.024,-9.427,0.631,-1.675,-1.21
0.278,-4.984,-6.19,1.893,-1.335,-1.327
1.246,-6.637,-5.142,1.524,-0.935,-0.922
