ax,ay,az,gx,gy,gz
-2.82,-7.483,-3.514,-0.109,-0.037,0.073
-0.065,-4.491,-2.022,0.014,-0.303,1.349
0.156,-1.956,-0.923,-0.043,-0.529,2.394
-0.789,0.966,-0.038,-0.198,-0.765,3.761
-25.126,8.852,0.624,-1.327,-1.288,6.022
-34.002,8.027,1.642,-1.399,-0.585,2.845
-42.365,12.182,5.414,-1.449,0.398,-0.581
-47.344,19.871,9.215,-1.574,1.545,-4.069
-7.943,25.333,2.884,-0.366,0.677,-2.09
-1.353,14.171,-0.633,0.028,-0.24,0.647
-5.195,3.85,-0.967,0.373,-0.459,3.22
-13.375,-6.318,2.979,0.956,-1.188,3.026
-14.292,-7.621,2.746,1.122,-0.99,2.122
-11.874,-7.022,1.307,0.627,0.5,-0.386
-7.757,-5.461,0.861,-0.142,1.445,-1.669
