ax,ay,az,gx,gy,gz
-5.227,-6.31,-2.987,-0.123,0.048,0.033
-4.705,-6.171,-2.863,-0.096,0.131,0.134
-1.657,-2.915,-1.829,-0.426,0.216,2.014
-2.138,-1.22,-1.577,-0.754,0.18,3.126
-26.803,-7.462,0.597,-1.766,-0.952,-1.15
-29.938,-2.728,0.763,-1.676,-0.722,-4.035
-20.455,6.203,-0.112,-0.932,-0.216,-6.056
-13.246,9.704,-0.618,-0.467,-0.282,-4.289
-8.033,7.713,-2.219,0.061,-0.235,-2.075
-10.594,-8.038,-0.358,0.35,0.454,2.129
-6.964,-7.269,-0.556,0.408,1.444,0.339
-5.144,-6.313,-0.301,0.393,1.612,0.085
-4.472,-8.414,-2.399,0.337,0.383,-0.049
-4.649,-8.801,-2.695,0.111,0.371,-0.19
-4.383,-8.829,-2.768,-0.126,0.282,-0.362
