ax,ay,az,gx,gy,gz
0.62,-8.322,-5.17,-0.241,-0.166,-0.157
3.679,-13.477,-4.269,-0.762,0.599,-0.32
4.334,-15.488,-2.523,-1.293,0.91,-0.253
4.623,-14.876,-1.028,-2.239,1.553,0.227
6.482,1.035,0.148,-4.29,2.264,2.41
4.626,5.29,-2.78,-4.108,1.409,2.514
6.052,10.732,-9.234,-0.918,-0.333,0.696
4.615,4.014,-9.537,0.178,-0.771,-0.485
5.801,5.104,-8.616,0.578,-0.744,-0.871
4.336,4.207,-8.977,0.766,-1.571,-1.057
1.589,3.528,-9.393,1.644,-1.533,-1.639
0.788,1.916,-8.818,1.837,-1.393,-1.714
0.475,-5.569,-6.483,1.503,-1.39,-0.735
0.109,-7.055,-5.993,1.285,-1.328,-0.431
-0.052,-8.526,-5.562,0.994,-1.012,-0.249
