ax,ay,az,gx,gy,gz
-0.065,-7.883,-5.353,-0.248,-0.185,-0.103
1.727,-10.863,-5.981,-0.51,0.17,-0.256
3.12,-13.867,-4.853,-0.698,0.699,-0.287
3.482,-15.875,-3.477,-1.16,0.974,-0.183
5.141,-10.768,0.336,-3.421,2.346,1.472
5.455,0.221,0.112,-4.062,2.067,2.557
3.11,3.822,-1.303,-3.812,1.888,2.368
5.566,9.495,-7.201,-0.9,-0.333,0.68
4.86,2.676,-7.723,-0.012,-0.484,-0.412
1.864,4.035,-10.244,0.574,-1.084,-0.933
-0.407,0.008,-8.504,1.838,-1.276,-1.764
-0.248,-1.745,-7.547,1.828,-0.983,-1.6
0.452,-6.975,-4.885,0.831,-0.755,-0.224
0.147,-7.986,-5.44,0.575,-0.877,0.073
-0.019,-9.599,-5.957,0.352,-0.777,0.212
