ax,ay,az,gx,gy,gz
0.495,-7.097,-5.623,-0.149,0.008,0.138
0.19,-7.061,-4.827,-0.306,-0.099,0.717
-0.883,-8.562,-5.344,-0.482,-0.016,0.756
-0.906,-10.37,-6.245,-0.628,0.309,0.54
0.034,-13.718,-6.095,-0.913,0.861,-0.225
0.971,-13.514,-5.87,-1.089,1.44,-0.419
2.135,-11.888,-4.848,-1.436,1.826,-0.228
2.469,-9.422,-3.135,-2.122,2.117,0.439
5.393,4.695,-3.14,-3.516,1.529,2.75
7.897,8.221,-4.661,-2.531,1.343,1.71
7.892,9.267,-6.284,-1.796,0.446,1.29
7.377,7.04,-7.353,-0.617,-0.253,0.165
5.842,1.933,-8.126,-0.002,0.05,-0.931
7.226,2.788,-7.45,0.224,-0.926,-0.561
4.095,3.608,-8.863,0.39,-1.257,-0.798
