ax,ay,az,gx,gy,gz
0.689,-7.801,-5.377,-0.101,0.094,0.096
1.797,-8.003,-4.042,-0.492,-0.148,0.572
1.694,-11.516,-5.957,-1.035,0.293,0.449
3.945,-14.144,-4.176,-2.758,2.652,1.1
8.456,1.089,-1.43,-4.16,3.234,2.376
3.557,5.333,-2.933,-3.757,2.119,2.722
6.479,14.138,-4.39,-2.653,1.075,2.026
5.591,15.24,-7.029,-1.633,0.237,1.188
3.081,3.47,-9.149,0.117,-0.559,-0.239
6.784,2.411,-7.763,0.012,-1.006,-0.483
4.161,4.135,-9.148,0.418,-1.065,-0.828
1.174,2.627,-8.613,1.627,-1.694,-1.727
0.374,1.005,-8.332,1.744,-1.633,-1.63
-0.115,-3.227,-7.491,1.598,-1.145,-1.078
-0.508,-6.536,-6.057,1.357,-1.194,-0.514
