ax,ay,az,gx,gy,gz
-1.822,-7.147,-3.702,-0.089,0.078,0.219
0.168,-3.975,-2.121,-0.314,-0.07,1.487
0.592,-1.125,-1.245,-0.652,-0.304,2.636
0.261,2.565,-1.178,-1.058,-0.536,4.153
-10.078,8.232,-0.731,-1.795,-1.477,6.517
-24.598,2.799,-2.273,-1.964,-1.616,5.299
-34.135,1.5,-0.679,-2.104,-1.078,2.4
-43.579,6.492,2.384,-2.405,-0.66,-0.906
-36.8,13.262,4.157,-1.733,0.069,-6.666
-23.278,20.725,4.47,-1.301,0.421,-6.361
-13.567,20.848,2.511,-0.728,0.056,-4.119
-5.06,12.703,0.495,0.01,-0.234,-1.621
-10.029,-5.133,0.556,0.415,-0.438,3.169
-12.724,-7.141,0.867,0.559,-0.392,2.838
-11.939,-8.268,0.433,0.751,0.553,0.257
