ax,ay,az,gx,gy,gz
-2.996,-6.956,-3.329,-0.077,-0.038,0.253
-0.766,-3.979,-2.175,-0.161,-0.119,1.36
0.355,-1.132,-1.184,-0.26,-0.449,2.508
-7.605,9.674,1.202,-1.275,-0.829,7.012
-19.36,11.045,-1.149,-1.784,-0.985,6.883
-28.203,10.575,-1.686,-1.707,0.006,4.47
-37.451,13.519,-0.815,-1.495,0.514,1.087
-43.715,20.194,1.616,-1.193,1.276,-2.406
-17.384,30.291,3.594,-0.087,0.834,-6.216
-7.003,27.445,2.7,-0.196,0.367,-3.749
0.054,12.318,-0.425,-0.057,-0.329,1.785
-5.965,5.45,0.229,0.258,-0.596,3.653
-15.012,-4.204,3.581,1.226,-1.575,2.963
-15.836,-5.213,2.828,1.35,-1.285,2.199
-15.671,-5.795,2.666,1.248,-0.885,1.254
