ax,ay,az,gx,gy,gz
9.287,-18.185,6.168,1.656,-2.157,-2.057
8.112,-24.023,12.168,-0.192,-1.287,-0.159
18.214,-30.637,22.263,-2.148,-3.144,-0.037
8.873,-16.233,17.401,-3.117,-3.803,1.391
3.858,-0.473,19.162,-2.262,-1.779,3.607
-0.039,6.441,14.566,-0.722,-1.723,4.286
-1.204,8.055,13.411,1.679,-2.662,2.927
-13.446,11.509,2.544,3.389,-1.343,3.26
-10.069,-6.502,6.517,4.008,-0.376,1.952
-6.822,-22.121,6.337,2.283,-2.414,0.131
-0.066,-15.493,1.661,0.659,-0.804,0.361
3.989,-10.969,-2.187,-0.127,-0.23,0.258
