ax,ay,az,gx,gy,gz
-3.886,-10.428,-2.099,-1.612,-2.256,-0.046
-13.091,-14.66,-4.1,-3.083,-3.646,-1.027
-6.553,-2.517,1.138,-4.566,-5.174,-3.099
-8.067,8.621,3.458,-3.048,-3.421,-3.522
-4.771,13.076,12.036,-2.008,-1.761,-1.612
7.633,14.464,13.035,1.329,2.764,1.666
-1.573,-0.557,6.348,3.443,4.671,3.493
-0.207,-13.582,2.993,2.049,2.472,3.455
-3.636,-19.441,-6.867,0.909,0.377,1.66
-2.137,-15.704,-8.018,0.374,-0.574,0.402
-0.388,-10.639,-5.577,-0.363,-0.733,-0.336
2.373,-8.496,-4.37,-0.856,-0.754,-0.554
