ax,ay,az,gx,gy,gz
9.984,-0.39,1.925,-0.03,-0.002,-0.016
9.955,-0.364,1.901,-0.03,-0.0,-0.015
9.946,-0.397,1.884,-0.03,-0.001,-0.016
9.955,-0.376,1.92,-0.03,0.0,-0.015
9.955,-0.376,1.887,-0.031,-0.001,-0.016
9.972,-0.371,1.882,-0.03,-0.002,-0.015
9.957,-0.395,1.918,-0.03,-0.0,-0.017
9.986,-0.39,1.913,-0.03,-0.0,-0.015
9.941,-0.395,1.884,-0.031,0.0,-0.016
9.955,-0.381,1.899,-0.03,-0.001,-0.015
9.953,-0.371,1.908,-0.03,-0.002,-0.015
9.943,-0.395,1.867,-0.031,-0.001,-0.015
9.967,-0.39,1.889,-0.03,-0.002,-0.016
9.962,-0.383,1.915,-0.031,-0.0,-0.015
9.962,-0.371,1.903,-0.029,-0.001,-0.016
9.969,-0.376,1.896,-0.03,-0.001,-0.014
9.95,-0.397,1.944,-0.031,-0.001,-0.015
9.972,-0.409,1.913,-0.031,-0.0,-0.015
9.962,-0.359,1.891,-0.03,-0.001,-0.016
9.969,-0.4,1.863,-0.03,-0.001,-0.015
9.96,-0.383,1.925,-0.03,-0.002,-0.015
9.967,-0.376,1.913,-0.03,-0.001,-0.016
9.95,-0.412,1.875,-0.03,0.001,-0.016
9.96,-0.357,1.86,-0.029,-0.002,-0.015
9.972,-0.395,1.92,-0.03,-0.001,-0.015
9.969,-0.39,1.882,-0.03,-0.001,-0.015
9.946,-0.388,1.884,-0.029,-0.001,-0.016
9.936,-0.402,1.93,-0.031,-0.002,-0.015
9.986,-0.359,1.887,-0.031,-0.0,-0.015
9.95,-0.421,1.92,-0.03,-0.003,-0.018
9.96,-0.409,1.937,-0.031,-0.001,-0.015
9.967,-0.345,1.829,-0.031,-0.0,-0.016
9.938,-0.405,1.935,-0.03,-0.002,-0.016
9.948,-0.388,1.908,-0.031,-0.002,-0.015
9.955,-0.35,1.844,-0.03,-0.001,-0.016
9.943,-0.407,1.927,-0.03,-0.001,-0.015
9.943,-0.366,1.887,-0.031,-0.002,-0.016
9.974,-0.4,1.942,-0.031,0.0,-0.015
9.946,-0.373,1.875,-0.03,0.0,-0.015
9.974,-0.395,1.896,-0.03,-0.002,-0.016
9.969,-0.414,1.896,-0.029,0.0,-0.015
9.938,-0.373,1.901,-0.03,-0.001,-0.016
9.95,-0.39,1.882,-0.029,0.0,-0.016
9.974,-0.4,1.911,-0.031,-0.002,-0.016
9.95,-0.345,1.896,-0.031,0.0,-0.016
9.948,-0.414,1.906,-0.03,-0.002,-0.017
9.977,-0.414,1.899,-0.03,-0.001,-0.016
9.969,-0.354,1.853,-0.031,-0.001,-0.016
9.948,-0.397,1.911,-0.031,-0.002,-0.016
9.938,-0.405,1.875,-0.031,0.0,-0.014
9.948,-0.385,1.889,-0.031,-0.001,-0.017
9.96,-0.421,1.879,-0.029,-0.002,-0.016
9.948,-0.364,1.903,-0.03,0.0,-0.016
9.929,-0.385,1.894,-0.031,-0.001,-0.016
9.962,-0.388,1.896,-0.031,-0.002,-0.015
9.946,-0.373,1.872,-0.03,-0.002,-0.015
9.955,-0.369,1.875,-0.03,-0.002,-0.015
9.953,-0.395,1.899,-0.03,-0.001,-0.017
9.965,-0.393,1.867,-0.03,-0.002,-0.016
9.962,-0.366,1.896,-0.03,-0.001,-0.015
