ax,ay,az,gx,gy,gz
12.193,-2.178,-2.713,-0.268,-0.21,-1.055
12.034,-2.058,-3.044,-0.138,-0.293,-0.797
11.594,-2.166,-3.16,-0.061,-0.07,-0.545
11.803,-2.454,-3.049,-0.068,0.287,-0.277
13.053,-3.07,-2.343,-0.152,0.357,0.123
13.819,-3.755,-1.583,-0.309,0.106,0.763
13.952,-4.502,-0.91,-0.539,0.09,1.573
13.372,-4.897,-0.505,-0.765,-0.276,2.36
11.504,-4.802,-0.102,-0.883,-1.044,2.847
8.723,-4.434,-0.077,-0.861,-1.385,2.977
6.798,-4.436,-0.002,-0.74,-0.84,2.723
6.077,-4.51,-0.156,-0.58,-0.609,2.149
5.088,-4.818,-0.606,-0.434,-0.412,1.345
5.511,-5.34,-1.834,-0.362,-0.114,0.591
5.752,-7.066,-4.122,-0.352,-0.232,-0.129
5.753,-9.28,-7.23,-0.533,-1.201,-0.775
1.772,-11.999,-9.118,-0.858,-2.74,-1.513
-3.113,-14.462,-9.722,-1.39,-3.846,-2.772
-7.626,-12.303,-7.878,-2.366,-4.776,-4.375
-12.159,4.737,-8.364,-2.309,-4.267,-5.56
-6.44,7.347,-5.065,-2.867,-3.239,-3.747
-4.38,16.386,-4.318,-2.413,-1.966,-1.392
-0.876,21.474,-4.728,-1.562,0.033,1.257
1.954,17.995,-6.715,-0.11,1.947,3.999
5.018,1.114,-5.786,0.367,2.215,5.907
-2.902,-1.665,-7.967,1.65,2.327,4.595
-1.914,-9.354,-8.279,1.867,2.916,2.634
-0.075,-12.784,-6.433,1.791,2.337,0.949
4.017,-11.406,-3.716,1.285,1.544,0.021
5.819,-10.024,-0.992,0.562,0.909,-0.225
6.963,-8.425,-0.522,-0.224,0.399,-0.399
6.113,-9.864,-4.041,-0.942,-0.534,-0.482
3.437,-12.317,-7.114,-1.487,-1.637,-0.383
-2.628,-14.779,-9.555,-1.835,-2.737,-1.188
-5.385,-14.525,-10.857,-2.196,-3.381,-2.957
-6.063,-2.812,-9.237,-2.825,-4.563,-4.629
-4.408,4.584,-1.524,-1.387,-2.272,-4.896
1.36,12.161,0.59,-1.672,-0.124,-3.469
7.553,19.495,1.771,-1.606,0.916,-0.985
9.096,21.288,0.859,-1.078,1.412,1.904
8.196,8.54,-0.43,-0.012,3.368,4.459
6.272,2.443,-3.601,-0.912,2.346,5.165
-1.225,-2.767,-5.256,-0.49,1.46,3.409
-3.76,-6.531,-8.549,-0.458,1.888,0.652
4.405,-6.875,-7.029,-0.32,3.781,-0.782
11.592,-5.854,-6.745,-0.414,2.686,-0.966
13.039,-4.93,-7.804,-0.605,1.056,-0.263
13.719,-4.321,-6.906,-0.501,-0.666,0.642
8.974,-7.086,-4.76,-0.405,-1.76,1.373
-2.638,-10.259,-6.39,-0.865,-3.337,0.546
-9.066,-9.238,-6.255,-1.248,-3.263,-1.826
-8.498,4.892,-6.331,-1.309,-4.104,-4.415
-5.109,9.211,-1.955,-0.248,-0.985,-4.943
4.329,21.626,-1.493,-0.452,0.227,-3.422
9.408,28.038,-1.615,-0.109,0.644,-0.702
9.832,29.27,-1.794,0.306,1.119,2.345
7.206,13.774,-1.772,0.7,3.564,4.846
4.339,7.893,-6.679,0.123,2.203,5.139
-3.001,-4.258,-8.707,0.632,1.779,3.542
-1.604,-9.462,-8.48,0.806,1.789,1.227
4.18,-10.261,-5.558,0.549,2.149,0.185
6.64,-7.595,-3.029,0.288,0.89,-0.205
6.15,-6.758,-2.128,-0.176,0.578,-0.303
8.393,-6.659,-3.85,-0.628,0.632,-0.437
6.879,-8.712,-6.362,-1.07,0.151,-0.195
2.671,-11.811,-11.726,-1.22,-1.219,-0.651
0.312,-14.88,-13.131,-1.543,-1.906,-1.436
-0.827,-14.587,-11.754,-2.032,-3.238,-2.894
-3.882,0.717,-9.589,-2.651,-4.672,-4.151
2.39,5.839,0.732,-0.902,-2.856,-3.553
-0.191,12.247,2.607,-1.132,-0.703,-2.672
6.208,18.89,4.896,-0.994,2.004,-0.506
11.885,22.606,3.694,-0.731,2.993,1.622
13.46,6.576,4.236,0.32,4.621,4.127
6.793,2.3,-3.362,-0.833,4.141,4.039
10.619,-4.26,-3.638,-0.024,3.26,3.465
7.108,-10.102,-7.26,0.096,1.921,1.808
7.954,-13.622,-6.663,0.216,2.227,1.313
10.509,-11.445,-4.742,-0.058,1.456,0.833
10.454,-9.219,-4.266,-0.384,0.081,0.86
8.984,-8.277,-5.0,-0.604,-0.376,0.858
7.089,-9.15,-6.61,-0.694,-1.941,0.782
-0.18,-12.057,-7.432,-0.756,-3.225,0.223
-4.429,-14.195,-7.418,-1.089,-3.474,-1.221
-7.623,-12.223,-5.455,-2.224,-4.533,-3.178
-8.852,1.076,-6.197,-2.504,-5.307,-4.486
-4.325,-2.924,-1.001,-2.615,-2.118,-3.061
5.659,9.851,1.216,-2.631,-0.692,-1.097
8.695,15.454,-0.399,-1.982,-0.152,1.454
9.746,10.889,-2.72,-0.588,1.373,4.203
9.793,-2.01,-0.673,-0.131,3.187,6.011
4.88,2.428,-4.46,0.324,1.767,4.926
-2.002,-8.17,-7.929,0.733,2.047,3.324
-0.528,-12.049,-8.05,0.745,2.49,1.944
2.832,-10.506,-7.425,0.415,1.909,1.017
4.527,-8.302,-6.385,0.155,1.062,0.51
5.411,-6.018,-5.674,0.11,0.952,-0.052
7.216,-7.608,-7.766,-0.184,0.374,-0.373
5.586,-10.885,-9.579,-0.557,-0.883,-0.608
-0.935,-14.297,-10.295,-0.857,-1.948,-1.218
-4.575,-17.26,-9.257,-1.393,-3.068,-2.787
-7.152,-6.703,-8.595,-2.718,-5.03,-4.322
-6.428,1.989,-2.19,-1.826,-3.166,-4.443
-2.685,15.255,1.259,-1.794,-2.529,-3.199
0.919,22.298,1.036,-1.221,-0.986,-1.109
3.639,24.851,-0.859,-0.55,1.037,1.521
6.713,12.563,-1.442,0.621,3.269,3.851
4.643,5.358,-5.5,0.153,1.704,4.54
0.242,-6.234,-8.379,0.691,2.63,3.529
2.634,-10.995,-9.008,0.618,2.434,1.875
