ax,ay,az,gx,gy,gz
6.603,-4.165,-0.573,-0.003,-0.179,0.348
9.341,-4.574,-0.294,0.134,0.236,0.198
9.978,-5.044,-0.463,0.161,-0.251,0.121
10.494,-6.012,-0.815,0.169,-0.112,0.231
9.802,-6.878,-0.424,0.091,0.041,0.286
8.884,-7.586,-1.134,-0.184,-0.215,0.226
9.692,-9.114,-5.849,-0.766,-0.626,-0.095
5.652,-13.04,-7.858,-1.49,-1.777,-0.289
-0.546,-14.387,-10.196,-2.062,-2.251,-1.472
-5.877,-12.559,-9.301,-2.857,-4.031,-3.218
-2.484,0.014,-8.145,-1.983,-4.703,-4.43
-1.156,-1.721,1.649,-1.806,-2.579,-2.585
3.053,9.216,3.517,-1.372,-1.034,-0.854
7.106,12.723,4.154,-0.936,0.298,1.706
10.606,10.029,0.202,-0.027,2.85,3.945
6.345,-3.149,-4.878,-0.439,3.681,4.953
3.778,-2.106,-13.471,0.093,2.393,3.169
4.644,-10.17,-14.37,0.376,2.542,1.846
7.747,-11.999,-12.278,0.509,1.991,0.792
9.813,-8.376,-8.494,0.371,0.564,0.675
9.622,-5.108,-3.308,0.504,0.351,0.974
6.834,-6.595,-3.199,0.239,0.387,0.936
4.219,-10.184,-7.083,-0.312,-1.006,0.381
-4.172,-14.109,-9.28,-1.133,-2.231,-0.494
-9.78,-17.407,-9.709,-1.86,-3.061,-2.615
-12.613,-2.5,-15.472,-3.007,-4.038,-4.639
-1.266,-7.973,-6.107,-3.509,-3.689,-2.817
-2.066,3.775,-1.402,-2.918,-1.683,-0.704
5.085,8.887,-0.469,-2.104,0.576,1.368
7.435,8.029,-3.796,-1.318,2.419,3.855
9.645,-10.572,-1.477,-0.149,4.175,6.049
0.937,-2.853,-10.105,0.698,3.644,4.586
3.046,-11.737,-10.248,0.58,2.901,2.916
3.43,-13.72,-9.703,0.333,1.976,1.647
5.007,-11.903,-7.282,0.029,0.901,0.93
6.191,-7.682,-3.91,-0.423,0.006,0.429
5.265,-5.356,-0.706,-0.352,0.357,0.011
6.267,-6.543,-3.142,-0.061,1.092,-0.363
8.805,-9.683,-7.994,-0.174,0.108,-0.859
4.976,-14.076,-9.965,-0.494,-1.255,-1.162
-0.649,-18.012,-12.034,-1.065,-2.711,-2.676
-3.443,-2.077,-14.14,-2.581,-5.119,-4.288
2.867,-0.538,-3.177,-2.091,-3.925,-3.524
0.393,15.001,2.403,-1.904,-3.281,-2.004
1.401,19.811,1.739,-1.009,-0.485,-0.56
6.588,19.32,0.948,-0.113,1.652,1.532
9.129,1.579,0.727,1.428,4.043,3.519
2.018,0.699,-8.634,0.897,2.827,3.135
2.017,-13.937,-10.044,1.01,3.066,2.059
4.483,-15.271,-8.823,0.543,1.494,0.79
5.43,-13.37,-6.757,0.14,0.468,0.227
7.751,-9.682,-3.372,-0.387,0.272,0.066
9.33,-4.533,-0.42,-0.322,0.084,0.263
9.009,-1.063,1.514,0.024,0.164,0.323
6.598,-5.437,-0.395,0.137,0.749,0.296
6.382,-9.726,-5.769,0.035,0.959,-0.218
4.517,-16.018,-9.019,-0.335,-0.727,-0.448
-2.515,-21.489,-10.732,-1.383,-2.814,-1.799
-6.531,-18.683,-10.975,-3.151,-4.75,-3.673
-2.059,-3.1,-4.87,-2.211,-3.066,-4.594
1.419,12.84,1.758,-2.416,-3.639,-2.773
-2.302,19.79,1.631,-1.678,-1.607,-1.267
4.452,22.023,0.699,-0.625,1.423,0.591
8.887,17.503,-1.332,1.052,3.627,2.812
6.596,5.057,-5.284,0.523,2.546,4.141
3.446,-8.092,-8.607,1.056,3.696,3.062
8.031,-12.921,-6.972,0.707,3.124,1.93
6.859,-13.192,-5.961,0.113,1.614,1.422
5.759,-11.683,-4.393,-0.394,0.752,1.047
6.568,-7.526,-2.67,-0.618,0.262,0.588
6.817,-4.737,-0.142,-0.181,0.538,0.465
7.296,-7.158,-4.748,-0.401,-0.016,0.028
6.429,-11.112,-8.271,-0.737,-1.071,-0.422
1.286,-15.448,-9.814,-1.272,-2.093,-1.049
-5.666,-19.103,-7.833,-2.413,-3.757,-2.612
-9.331,-3.487,-12.886,-3.674,-5.518,-4.425
-4.374,-5.008,-0.849,-3.73,-3.44,-2.466
-4.579,5.238,1.943,-3.415,-2.592,-0.681
-0.479,8.298,0.779,-2.461,-0.019,1.07
5.581,8.497,-4.666,-1.222,2.174,3.353
7.647,-9.81,-2.84,-0.089,3.802,5.356
1.498,-5.608,-11.181,0.612,2.849,3.815
3.751,-12.498,-10.033,0.989,3.821,2.31
6.419,-12.092,-7.685,0.687,2.595,1.201
6.935,-10.971,-5.082,0.342,1.28,0.665
7.872,-8.615,-2.154,-0.071,0.348,0.335
9.19,-5.309,0.106,-0.275,-0.228,0.204
9.093,-3.505,0.321,-0.012,-0.329,0.137
8.273,-7.441,-2.399,-0.086,-0.392,-0.108
8.497,-11.837,-6.935,-0.501,-0.63,-0.359
2.804,-18.827,-7.701,-1.235,-2.098,-0.466
-5.558,-23.887,-7.484,-2.185,-3.824,-2.055
-12.932,-7.323,-11.304,-3.428,-6.007,-3.841
-0.737,-17.385,1.628,-3.347,-4.119,-1.966
-3.855,-4.422,5.16,-2.812,-3.177,-0.162
-0.632,1.668,3.87,-1.749,0.058,0.961
7.799,2.827,1.53,-0.742,2.441,2.878
13.922,-15.274,3.672,0.525,4.829,4.822
3.205,-2.247,-7.771,0.853,3.783,3.137
6.65,-12.879,-7.989,0.755,3.986,1.734
10.397,-13.613,-7.654,0.226,2.208,1.042
9.199,-11.901,-6.648,-0.07,0.983,0.931
9.243,-10.435,-4.953,-0.417,0.619,1.016
9.068,-8.193,-2.326,-0.638,-0.005,1.161
8.506,-3.764,-0.165,-0.409,-0.782,1.052
6.156,-2.725,1.514,0.229,-0.008,0.843
5.477,-6.448,-1.749,0.199,0.727,0.253
6.682,-10.517,-5.742,-0.228,-0.446,-0.317
2.175,-14.197,-8.366,-0.825,-2.05,-0.58
-2.881,-18.64,-10.471,-1.556,-2.507,-1.72
-6.724,-16.723,-9.503,-3.299,-4.428,-3.508
-6.444,0.665,-5.34,-2.693,-3.825,-4.449
-2.18,6.044,0.36,-3.147,-2.316,-2.447
-0.726,14.199,0.725,-2.506,-1.035,-0.644
1.958,17.51,0.448,-1.595,0.749,1.531
5.836,12.928,-0.977,0.152,3.215,3.899
5.448,-1.206,-2.64,0.092,2.785,5.318
-0.529,-6.125,-6.486,0.997,2.483,3.506
1.083,-12.812,-7.753,0.792,2.547,1.62
3.664,-14.813,-6.345,0.326,1.658,0.383
6.653,-12.146,-5.887,-0.234,0.64,-0.029
8.176,-9.708,-3.907,-0.599,0.034,0.038
8.87,-4.308,-0.89,-0.312,0.061,0.284
6.299,-6.433,0.189,-0.097,1.019,0.338
7.843,-7.239,-6.28,-0.381,0.98,-0.29
5.782,-10.956,-9.844,-0.988,-0.324,-0.832
-0.265,-15.713,-13.129,-1.797,-2.024,-1.922
-4.721,-17.174,-13.224,-2.779,-3.46,-3.817
-6.18,3.275,-13.859,-3.005,-4.344,-5.478
-0.485,-4.721,-2.801,-3.403,-3.687,-2.942
-2.268,5.772,-1.194,-2.64,-2.122,-0.865
2.229,10.81,-0.219,-1.555,0.556,1.039
6.2,8.504,-1.8,-0.577,2.322,3.651
9.085,-9.321,-1.285,-0.024,2.838,5.695
-0.006,-2.787,-7.534,0.98,2.739,3.971
1.936,-11.995,-7.893,0.93,2.788,2.223
3.44,-14.638,-7.174,0.52,1.887,1.064
4.851,-13.221,-6.176,0.096,1.042,0.269
7.124,-10.966,-3.571,-0.439,0.634,0.066
9.073,-5.389,-1.114,-0.528,0.166,0.166
8.55,-2.891,0.501,-0.211,0.249,0.186
6.834,-6.715,-3.847,-0.382,0.133,0.1
4.885,-10.195,-8.103,-0.694,-0.778,-0.126
-1.045,-14.75,-10.302,-0.972,-1.96,-0.474
-5.76,-18.489,-11.418,-1.716,-3.032,-2.038
-8.437,-8.617,-12.0,-3.125,-5.183,-3.803
-6.132,5.406,-1.908,-1.832,-3.35,-4.631
-0.761,16.102,3.223,-2.227,-2.099,-3.42
2.865,23.865,2.695,-1.894,-1.128,-1.421
6.05,26.996,1.651,-1.102,0.653,1.208
8.29,15.051,1.45,0.245,3.272,3.587
6.363,3.158,-5.895,-0.432,1.932,4.962
1.606,-6.194,-10.156,0.572,1.892,4.209
2.197,-11.513,-9.976,0.674,1.882,2.655
3.024,-13.809,-8.876,0.548,1.262,1.532
4.833,-11.885,-7.006,0.26,0.409,1.016
5.997,-7.635,-3.88,-0.064,-0.103,0.644
5.816,-4.512,-0.653,-0.034,0.268,0.235
5.691,-6.056,-2.022,0.039,0.731,-0.355
5.31,-8.17,-6.979,-0.309,0.02,-0.947
2.851,-11.317,-10.724,-0.575,-0.725,-1.399
-1.981,-15.997,-12.453,-1.102,-1.977,-2.349
-4.493,-15.345,-11.313,-2.127,-3.165,-3.988
-5.126,0.776,-12.793,-2.467,-4.808,-5.068
2.013,-8.797,-1.698,-2.095,-2.451,-2.967
5.83,2.67,1.804,-2.011,-1.93,-1.182
9.21,9.573,1.572,-1.39,-0.461,1.328
10.176,9.158,-0.486,-0.288,0.769,4.411
9.125,-6.367,2.118,0.201,2.836,6.456
-0.623,2.584,-6.361,0.41,1.454,4.996
-5.409,-6.991,-9.78,0.783,1.791,3.191
-2.439,-11.93,-8.674,0.789,1.948,1.337
1.524,-12.726,-7.343,0.373,1.344,0.174
4.749,-9.636,-4.715,0.098,0.807,-0.119
7.164,-5.377,-2.407,0.07,0.393,-0.219
6.971,-6.596,-2.475,0.116,0.185,-0.183
3.626,-8.792,-7.195,-0.293,-0.294,-0.367
0.5,-11.768,-10.242,-0.647,-1.051,-0.915
-5.029,-15.039,-12.262,-1.277,-2.331,-2.304
-7.255,-14.083,-10.938,-2.396,-3.112,-4.064
-6.913,2.478,-11.403,-2.726,-3.874,-5.173
1.271,-4.237,-2.303,-2.865,-1.917,-2.939
4.412,6.317,0.919,-2.768,-1.069,-1.108
9.828,11.527,1.205,-2.332,0.308,1.394
11.205,9.958,-1.198,-1.49,1.583,4.337
12.555,-5.356,-0.291,-1.303,3.148,6.465
3.538,1.748,-7.259,-0.668,1.432,5.123
-0.439,-6.848,-11.332,-0.183,1.301,3.713
-1.004,-10.694,-11.048,0.346,1.82,2.216
3.589,-11.097,-8.572,0.323,1.466,1.181
4.95,-8.719,-5.038,0.263,0.433,0.704
5.06,-5.644,-3.24,0.215,0.585,0.319
5.927,-5.884,-4.372,-0.009,0.574,-0.14
