ax,ay,az,gx,gy,gz
13.366,-8.969,0.205,0.758,0.34,-0.616
13.211,-9.561,0.867,0.428,-0.355,0.305
10.375,-9.384,1.626,-0.015,-1.066,1.049
6.698,-8.138,2.251,-0.34,-0.797,1.376
5.113,-7.854,2.675,-0.511,-0.303,1.275
5.423,-7.627,2.198,-0.621,-0.206,1.054
5.262,-7.637,1.208,-0.641,0.071,0.832
6.087,-7.723,0.194,-0.566,0.652,0.576
7.488,-8.026,-0.214,-0.484,0.561,0.355
7.815,-7.705,-0.356,-0.433,0.132,0.225
6.145,-7.731,-0.248,-0.331,0.144,0.023
4.93,-6.711,-0.324,-0.319,0.36,-0.518
2.425,-2.457,-0.837,-0.302,0.135,-1.83
0.217,4.931,-1.092,0.232,0.773,-3.536
-1.444,15.546,-0.996,1.313,1.902,-5.228
6.134,30.589,5.883,3.092,3.701,-6.655
17.458,34.309,16.035,4.847,5.278,-6.203
27.618,31.844,25.244,4.827,3.963,-3.981
35.2,27.513,36.45,3.34,2.155,-0.489
39.642,25.425,51.894,0.57,-0.387,3.004
35.987,24.315,60.642,-2.922,-3.482,6.255
28.052,35.454,61.511,-6.329,-5.43,7.93
23.461,47.832,53.205,-7.97,-3.807,8.428
19.069,56.627,36.801,-6.954,-2.261,7.486
17.652,54.502,17.498,-4.151,0.16,6.078
18.353,42.396,2.077,-1.072,1.581,4.176
19.798,26.978,-5.924,1.443,1.126,2.403
18.077,13.292,-3.015,3.665,0.143,1.251
16.389,2.428,4.599,3.892,-0.725,0.826
13.495,-3.237,9.159,3.131,-1.741,0.758
8.622,-4.659,8.745,2.198,-1.843,0.965
4.352,-5.162,5.466,1.896,-1.284,0.825
2.96,-4.892,1.965,1.953,-0.581,0.215
2.117,-0.815,-1.027,2.393,-0.651,-1.597
0.56,7.67,-1.256,3.837,0.084,-3.614
4.235,21.837,7.751,5.183,1.861,-5.333
17.956,25.604,24.019,6.463,2.056,-5.106
27.245,20.209,33.926,5.546,2.004,-3.981
34.921,17.426,48.177,3.145,0.88,-0.801
40.861,20.13,63.149,-0.341,-1.202,2.692
43.667,21.175,69.977,-3.833,-3.786,6.107
33.361,31.845,61.88,-7.326,-3.624,7.792
28.519,49.589,49.866,-8.267,-3.508,8.013
21.611,56.543,31.88,-6.11,-1.712,6.752
20.913,49.041,14.522,-3.101,0.996,5.388
19.308,34.169,-0.524,-0.238,1.632,3.568
19.387,20.674,-5.972,2.264,0.448,1.885
16.03,7.849,-1.522,4.012,-0.327,1.116
16.529,-0.351,4.836,3.922,-1.189,0.998
12.568,-3.974,7.607,3.048,-2.913,0.856
6.888,-4.424,7.649,2.342,-2.863,0.904
3.097,-5.967,5.05,2.044,-1.903,0.667
1.976,-6.974,1.669,2.022,-1.355,0.243
2.961,-8.169,0.718,2.011,-1.1,-0.199
2.933,-7.142,-0.284,1.697,-1.329,-1.362
0.277,0.762,-0.464,1.496,-1.167,-3.082
-0.574,12.055,1.059,2.011,0.061,-4.655
5.076,27.316,15.956,3.281,1.787,-5.828
14.896,27.351,30.838,3.597,0.485,-5.261
28.355,22.877,40.331,2.745,0.864,-2.973
35.873,20.155,55.406,0.79,-0.459,0.52
38.024,19.789,70.027,-1.93,-2.906,4.012
33.954,20.887,72.41,-5.422,-5.545,7.076
25.399,35.284,63.05,-7.868,-3.275,7.96
19.402,50.561,50.632,-8.264,-2.876,7.534
17.069,53.484,30.805,-6.094,-1.208,6.546
19.651,47.554,13.562,-3.265,0.472,5.271
21.141,32.774,-1.224,-0.385,0.866,3.571
21.497,19.632,-5.321,2.026,-0.414,2.302
16.726,8.306,-0.109,3.696,-1.264,1.574
15.529,0.625,5.97,3.691,-2.297,1.058
11.182,-3.285,8.802,2.95,-3.408,0.651
6.38,-4.475,7.917,2.232,-3.206,0.392
3.09,-5.812,4.902,2.124,-2.535,-0.095
1.87,-7.373,2.615,2.298,-1.741,-0.62
2.356,-7.656,0.992,2.388,-1.018,-1.226
3.014,-5.649,-0.759,2.435,-0.841,-2.377
1.109,3.318,-0.164,2.921,-0.622,-3.91
0.319,15.153,3.043,3.907,1.027,-5.276
5.123,31.827,17.283,4.981,2.816,-6.026
12.596,34.638,30.97,4.924,1.936,-5.688
22.15,28.213,39.477,3.607,2.655,-4.171
32.17,22.243,53.657,0.959,0.987,-0.678
37.27,19.405,66.922,-2.33,-1.718,2.814
33.459,18.48,68.271,-5.823,-4.177,5.546
26.163,32.546,66.284,-8.019,-4.317,6.633
19.121,50.974,59.742,-8.838,-4.219,7.392
14.41,58.636,40.319,-7.174,-2.222,6.411
12.078,55.811,21.0,-4.373,0.143,5.284
15.931,42.209,5.021,-1.229,1.362,3.869
18.775,25.286,-4.662,1.348,1.607,3.105
19.101,11.204,-3.707,3.527,0.67,2.48
16.966,1.807,2.664,3.824,-0.675,2.196
