ax,ay,az,gx,gy,gz
4.98,-4.235,-7.833,-0.229,-0.115,-0.058
4.911,-4.171,-7.873,-0.223,-0.102,-0.063
4.915,-4.183,-7.856,-0.225,-0.094,-0.07
4.852,-4.186,-7.866,-0.232,-0.092,-0.076
4.853,-4.213,-7.897,-0.238,-0.081,-0.073
4.797,-4.233,-7.907,-0.238,-0.078,-0.07
4.779,-4.228,-7.877,-0.243,-0.065,-0.066
4.619,-4.082,-7.767,-0.238,-0.035,-0.061
4.906,-3.71,-7.899,-0.227,-0.058,-0.062
4.741,-3.195,-7.96,-0.213,-0.155,-0.136
4.9,-2.719,-7.829,-0.166,0.09,-0.245
5.084,-2.406,-7.44,-0.062,0.663,-0.364
6.067,-2.479,-7.207,0.135,1.714,-0.411
7.32,-3.723,-6.618,0.359,2.453,-0.278
8.454,-5.957,-7.098,0.406,2.905,0.065
9.978,-8.892,-11.253,-0.093,1.863,0.633
8.413,-12.209,-13.75,-0.521,-0.445,1.16
3.455,-15.736,-10.906,-1.561,-3.262,0.303
0.8,-10.221,-10.779,-3.013,-5.698,-1.486
-0.216,6.297,-11.49,-4.796,-7.804,-2.704
-1.414,10.721,-5.022,-3.258,-5.254,-3.061
-4.081,19.158,-0.798,-2.036,-2.737,-3.002
0.76,22.368,5.678,-0.705,0.755,-0.343
7.176,16.319,5.987,0.069,3.313,2.163
7.662,-1.474,6.564,2.035,3.392,4.441
-0.296,-6.913,4.736,1.684,-0.1,4.258
-0.817,-13.166,4.434,1.25,0.876,3.676
-0.014,-13.844,-3.11,1.042,0.876,1.927
-3.612,-12.133,-2.811,1.708,-0.009,0.894
-4.314,-9.429,-0.71,1.726,1.174,-0.567
2.546,-6.978,-0.388,1.192,2.838,-0.698
6.897,-8.518,-4.116,0.579,0.725,-0.87
6.658,-12.994,-8.024,-0.119,-2.581,-1.153
3.064,-18.639,-6.662,-1.382,-4.254,-1.533
-0.734,-19.188,-6.25,-3.366,-5.516,-2.615
2.473,-10.489,-5.208,-5.285,-7.181,-3.0
-1.868,-2.083,-3.939,-5.459,-6.295,-3.723
-0.598,5.911,-1.773,-4.026,-4.174,-2.916
-5.082,16.28,1.386,-1.716,-0.681,-1.651
6.255,14.92,7.837,0.006,2.811,1.024
7.053,6.986,5.797,1.256,4.636,2.813
11.747,-1.07,5.651,1.738,2.371,5.194
-1.924,-6.454,6.613,1.387,0.063,4.212
1.418,-12.163,5.273,0.693,0.063,3.624
-2.572,-11.254,0.775,0.775,0.063,2.03
-4.591,-10.873,3.057,1.35,-0.765,0.88
-5.478,-9.623,5.126,1.285,-0.09,-0.473
4.826,-8.17,4.652,0.643,1.386,-0.105
7.867,-10.208,-1.217,-0.172,-0.591,-0.407
4.616,-13.088,-6.715,-0.477,-3.972,-0.581
-0.73,-17.931,-5.654,-1.204,-4.969,-1.75
-2.549,-17.41,-4.335,-3.009,-5.643,-3.269
-0.101,-2.61,-1.599,-4.757,-7.119,-3.38
-3.968,2.709,1.384,-4.08,-5.991,-3.446
-8.013,13.685,2.924,-2.522,-2.966,-3.316
-4.755,19.659,9.967,-0.69,0.527,-0.875
6.767,16.381,10.185,0.665,4.019,1.645
5.332,2.547,5.2,2.534,4.16,3.049
3.539,-2.147,4.601,2.945,1.915,3.633
3.044,-10.152,6.331,2.229,2.271,3.907
4.919,-13.384,-1.334,1.38,2.271,2.59
-2.247,-10.309,-2.886,1.898,0.46,1.444
-2.781,-11.027,-0.27,1.837,1.409,0.148
2.261,-9.771,-0.287,0.995,2.739,-0.273
6.712,-9.877,-1.617,0.306,1.125,-0.508
6.412,-10.348,-5.574,-0.338,-1.135,-0.702
5.263,-14.488,-7.53,-0.796,-2.816,-0.971
2.636,-18.191,-5.083,-1.732,-3.906,-1.789
0.427,-16.877,-1.829,-3.463,-5.636,-2.719
-0.019,-1.575,-3.114,-5.113,-7.514,-2.417
-8.827,5.455,-3.515,-4.815,-8.47,-2.342
-8.895,16.762,-1.123,-2.843,-4.977,-1.496
-7.165,23.88,-0.498,-0.655,-1.485,0.581
-4.119,19.48,-3.046,1.545,2.008,3.097
-2.199,4.151,-3.598,3.529,4.414,4.21
2.959,-2.583,-4.124,4.07,5.163,5.066
-0.407,-10.389,-6.604,2.904,3.952,4.508
2.207,-13.859,-9.768,1.88,2.731,3.295
1.736,-10.224,-9.611,1.523,0.916,1.762
-0.371,-8.836,-6.225,1.324,0.629,0.345
2.191,-6.834,-2.97,0.896,1.742,-0.675
6.475,-8.453,-3.382,0.402,1.438,-0.966
8.076,-12.188,-7.572,-0.002,-0.277,-1.282
8.308,-17.388,-6.073,-0.147,-1.954,-1.696
7.032,-18.704,-4.055,-1.351,-4.073,-3.013
7.452,-11.577,1.818,-3.202,-6.212,-2.973
2.021,-4.16,-0.321,-3.162,-7.947,-2.454
-3.192,7.186,3.386,-1.342,-5.011,-1.912
-5.991,15.304,5.816,0.017,-1.518,-0.607
-3.45,13.274,6.421,1.794,1.974,2.289
0.338,4.688,-1.576,3.678,4.779,3.674
3.094,-2.723,1.187,4.183,4.695,4.445
0.477,-10.791,0.173,2.736,2.873,4.041
3.298,-14.173,-3.758,1.677,2.776,3.071
3.874,-10.824,-6.192,1.142,1.553,1.441
-0.055,-9.477,-3.667,1.191,0.34,0.077
1.161,-7.916,-2.52,0.887,2.071,-1.076
7.284,-10.084,-3.786,0.633,1.96,-1.097
9.887,-15.745,-6.86,0.512,-1.004,-1.012
9.888,-20.532,-5.148,0.56,-3.273,-1.036
7.398,-21.806,1.012,-0.714,-4.866,-2.347
2.209,-5.496,-2.945,-2.67,-6.755,-2.203
1.113,1.976,0.58,-1.695,-4.822,-2.055
-4.096,15.588,4.414,-0.654,-1.761,-1.383
-4.753,20.651,6.245,-0.255,1.731,0.345
-0.151,20.018,0.458,0.627,5.224,2.586
6.575,0.544,3.619,2.301,6.847,3.339
3.953,-6.578,1.796,1.533,3.354,3.94
0.462,-15.614,0.667,0.489,1.655,3.227
-0.754,-16.063,-3.143,0.054,1.655,1.627
-1.637,-14.121,-2.802,0.33,0.295,0.667
-3.872,-10.465,-1.4,0.392,0.002,-0.202
-2.107,-9.428,-2.054,0.044,1.419,-0.897
2.032,-12.524,-4.509,-0.311,0.393,-1.161
1.093,-17.093,-5.351,-0.686,-3.1,-1.642
-1.79,-18.881,-5.089,-1.425,-5.232,-2.619
-4.249,-13.404,-2.205,-3.173,-6.562,-3.706
-3.356,-4.263,-4.167,-3.672,-7.243,-3.972
-2.687,4.221,-2.812,-2.519,-4.663,-3.156
-2.096,14.289,0.058,-1.262,-1.17,-1.328
0.811,13.419,2.097,-0.648,2.322,1.212
7.611,6.515,-1.147,0.653,5.758,3.154
8.834,-2.982,-0.179,1.283,5.82,4.197
6.945,-9.206,-0.068,0.583,2.472,3.97
4.372,-15.565,-3.047,-0.35,1.686,2.56
3.813,-13.193,-5.413,-0.142,1.686,1.056
1.157,-11.401,-4.209,0.401,0.386,0.327
-0.402,-9.29,-1.78,0.524,1.16,-0.267
3.411,-9.705,-3.085,0.19,2.458,-0.622
7.672,-12.997,-4.731,-0.123,0.201,-0.588
5.682,-16.313,-5.305,-0.599,-3.292,-0.758
3.679,-17.829,-4.637,-1.379,-5.428,-1.403
3.694,-15.391,-3.027,-2.737,-7.0,-2.292
1.837,-4.467,-0.63,-4.376,-8.297,-2.416
-3.868,4.86,-0.693,-3.643,-5.625,-2.496
-2.278,13.709,0.536,-1.93,-2.133,-1.267
-1.476,15.668,2.197,-0.721,1.36,0.98
1.825,11.187,1.032,0.281,4.852,2.828
3.913,1.106,-0.685,1.942,5.744,3.974
5.452,-5.948,0.236,1.646,2.623,4.658
-0.025,-11.824,-1.881,0.448,1.617,3.628
-0.096,-12.758,-3.832,0.173,1.617,1.987
-2.005,-10.094,-3.401,0.479,0.624,0.791
-3.271,-7.791,-1.837,0.688,1.387,-0.387
0.504,-6.621,-2.07,0.713,3.026,-1.404
7.676,-10.531,-4.734,0.398,2.061,-1.752
10.716,-14.538,-7.087,0.095,-1.212,-1.752
8.965,-18.588,-4.67,-0.174,-3.712,-2.038
8.989,-17.186,-4.004,-1.2,-5.366,-3.194
7.392,-7.112,-1.687,-3.133,-7.006,-3.197
0.274,1.643,0.659,-2.408,-5.834,-2.758
-1.927,10.428,3.598,-1.085,-2.561,-1.837
-1.145,15.139,2.941,-0.412,0.931,0.04
1.503,10.938,1.578,0.387,4.111,2.581
1.983,0.424,-1.246,2.284,5.353,3.98
4.215,-5.704,-1.718,1.861,4.742,4.614
2.762,-10.541,-4.55,0.769,3.461,4.142
1.337,-11.813,-7.199,0.403,1.887,2.823
-1.74,-9.79,-7.324,0.53,0.67,1.587
-0.613,-10.202,-7.084,0.286,0.839,0.5
0.247,-11.655,-8.074,-0.173,-0.949,-0.442
-1.79,-15.349,-7.392,-0.832,-3.161,-1.418
-2.114,-17.411,-5.532,-2.014,-5.079,-2.435
-0.503,-12.723,-1.146,-3.783,-7.041,-3.285
-4.199,-2.393,-4.435,-4.469,-8.418,-3.07
-5.45,4.938,-0.294,-2.981,-5.22,-2.513
-2.998,11.48,2.832,-1.675,-1.727,-0.747
0.626,11.119,2.434,-0.679,1.765,1.363
1.843,5.786,-3.08,0.855,3.216,3.324
