ax,ay,az,gx,gy,gz
8.581,-5.53,-4.848,0.304,0.153,0.291
7.24,-5.899,-3.177,0.257,0.241,0.296
7.158,-5.933,-1.472,0.094,0.228,0.162
8.147,-5.852,-0.552,-0.145,0.319,0.138
9.435,-5.687,-0.79,-0.331,0.266,0.24
10.489,-5.891,-0.995,-0.408,0.162,0.378
11.64,-6.132,-1.216,-0.451,0.257,0.667
11.04,-6.299,-1.446,-0.486,0.11,1.009
8.904,-6.106,-1.353,-0.449,-0.101,1.004
7.076,-5.718,-0.466,-0.392,-0.184,0.636
5.763,-4.136,-0.112,-0.295,-0.129,-0.028
3.701,-0.253,-0.202,-0.16,-0.191,-1.401
1.01,5.544,-0.712,0.272,0.537,-3.327
2.026,16.525,-0.891,1.253,1.831,-5.141
12.065,26.627,5.664,3.044,3.599,-6.398
23.607,24.936,12.793,3.841,3.77,-5.856
31.855,21.02,19.787,3.76,2.924,-3.551
38.303,17.285,32.232,2.256,1.161,-0.059
39.788,15.094,48.03,-0.413,-1.205,3.434
33.311,18.338,56.784,-3.905,-3.67,6.512
24.642,32.241,56.069,-6.491,-3.162,7.932
23.77,44.419,46.925,-7.488,-1.618,7.696
21.456,51.444,29.017,-5.992,-0.22,6.31
21.978,47.509,9.193,-3.139,1.065,4.31
23.448,35.838,-4.766,0.123,1.601,2.003
26.41,23.645,-7.096,2.999,-0.038,0.452
22.304,12.729,-1.249,4.794,-1.327,0.008
20.277,4.946,7.27,5.018,-2.523,0.164
15.596,1.054,13.136,4.384,-3.4,0.65
8.581,0.958,12.827,3.238,-3.441,0.954
1.053,2.169,9.634,2.598,-2.124,0.003
-2.696,5.358,5.133,2.685,-0.686,-2.202
-0.945,15.042,3.765,3.538,1.445,-4.465
15.622,20.701,15.993,4.813,3.861,-5.443
24.208,15.243,26.173,4.339,2.811,-4.608
33.988,14.445,38.629,2.177,0.999,-1.935
39.609,24.749,55.545,-0.451,-1.475,1.558
43.264,28.39,69.307,-3.63,-3.352,5.05
28.89,33.702,58.493,-7.102,-4.294,7.276
26.578,47.412,43.254,-7.36,-2.49,7.173
19.878,52.528,26.05,-4.906,-0.262,5.417
20.694,40.827,8.932,-1.872,2.46,3.441
20.722,26.398,-4.554,0.911,2.292,1.362
23.239,14.759,-5.606,3.472,1.032,-0.086
20.566,5.409,0.077,4.428,-0.247,-0.268
19.433,-0.516,5.453,4.167,-1.934,-0.02
13.248,-2.441,7.857,3.378,-3.796,0.167
6.306,-1.025,7.187,2.836,-3.085,0.151
1.863,1.192,5.741,2.54,-2.131,-0.618
-0.7,4.223,4.293,2.554,-0.54,-2.258
-0.63,10.922,3.007,3.025,1.731,-4.243
12.635,20.216,11.261,4.272,4.271,-5.621
28.222,16.071,24.536,4.318,3.591,-4.471
34.711,12.47,37.069,2.774,1.903,-2.125
37.192,16.111,52.337,0.421,-0.685,0.968
39.61,23.283,67.918,-2.318,-2.879,4.46
