ax,ay,az,gx,gy,gz
-3.441,-6.297,-1.591,0.17,0.254,-0.035
-3.563,-6.772,-1.741,0.338,0.15,0.271
-4.076,-7.392,-1.865,0.508,0.088,0.454
-4.575,-7.926,-1.833,0.658,0.192,0.515
-4.957,-8.256,-1.649,0.774,0.298,0.481
-5.182,-8.323,-1.361,0.869,0.444,0.417
-5.27,-8.305,-1.074,0.944,0.595,0.375
-5.143,-8.502,-0.736,0.977,0.81,0.369
-4.921,-8.687,-0.412,0.948,0.893,0.389
-4.706,-8.887,-0.098,0.853,0.913,0.422
-4.492,-9.001,0.101,0.688,0.84,0.432
-4.417,-9.097,0.202,0.485,0.739,0.416
-4.294,-9.034,0.217,0.267,0.567,0.382
-4.24,-9.455,0.172,0.033,0.35,0.299
-4.08,-10.371,0.232,-0.257,0.171,0.139
-3.703,-11.574,0.449,-0.666,-0.044,-0.132
-3.305,-13.14,1.022,-1.198,-0.326,-0.531
-3.04,-14.485,1.79,-1.84,-0.646,-1.02
-2.589,-15.316,2.544,-2.506,-0.959,-1.437
-2.757,-14.884,2.896,-3.044,-1.306,-1.546
-3.122,-13.664,2.901,-3.258,-1.213,-1.223
-3.836,-11.095,2.406,-3.162,-0.946,-0.488
-4.292,-7.866,1.037,-2.88,-0.678,0.543
-5.628,-3.333,-0.595,-2.243,0.226,1.718
-5.535,2.838,-2.962,-1.451,1.479,2.818
-3.205,5.812,-4.205,-0.78,2.306,2.944
-1.324,7.479,-6.733,-0.405,1.854,2.397
-0.162,8.412,-8.284,-0.079,1.897,1.502
1.74,8.432,-9.332,-0.016,1.289,0.176
2.469,6.58,-9.169,-0.076,0.125,-1.482
0.244,6.938,-10.034,-0.083,-1.045,-2.395
-1.189,6.476,-8.781,0.141,-1.1,-2.761
-2.539,5.57,-7.655,0.549,-1.419,-2.871
-3.556,3.025,-6.499,0.958,-1.486,-2.458
-4.165,-0.321,-5.125,1.559,-1.225,-1.643
-4.389,-3.387,-3.472,2.231,-0.869,-0.655
-5.262,-6.2,-2.113,2.959,-0.095,0.127
-4.869,-8.838,-0.134,3.471,0.831,0.814
-4.874,-10.167,1.36,3.804,1.281,1.157
-4.773,-11.806,2.69,3.722,1.849,1.205
-4.107,-13.371,3.627,3.279,2.173,0.953
-2.945,-13.88,3.791,2.462,1.967,0.654
-2.206,-14.476,3.308,1.501,1.376,0.206
-1.385,-15.056,2.962,0.545,0.931,-0.273
-0.883,-15.22,2.55,-0.398,0.046,-0.755
-0.879,-15.16,2.424,-1.237,-0.653,-1.238
-0.651,-15.251,2.969,-1.939,-1.246,-1.626
-1.1,-14.672,3.069,-2.459,-1.675,-1.768
-1.875,-13.759,2.902,-2.775,-2.005,-1.647
-2.64,-12.258,2.244,-2.851,-1.559,-1.2
-3.127,-10.496,1.166,-2.777,-1.252,-0.504
-3.55,-7.841,-0.525,-2.605,-0.256,0.558
-3.331,-2.468,-2.377,-2.314,0.565,1.938
-2.902,2.91,-4.887,-1.82,1.56,2.881
-0.838,5.187,-6.576,-1.355,1.589,2.902
0.011,7.202,-8.205,-0.959,1.523,2.34
1.32,8.606,-9.392,-0.541,1.132,1.283
1.833,7.374,-10.318,-0.203,0.446,-0.362
2.094,5.854,-10.124,-0.038,-0.24,-1.767
0.509,6.519,-10.49,0.145,-0.724,-2.411
-0.51,6.011,-9.827,0.427,-0.995,-2.507
-2.133,5.032,-9.064,0.877,-1.283,-2.304
-2.928,2.064,-7.351,1.356,-1.214,-1.684
-3.848,-1.315,-5.504,1.908,-1.028,-0.836
-4.454,-4.348,-3.323,2.425,-0.375,0.046
-4.353,-6.868,-1.612,2.823,0.375,0.861
-4.643,-9.334,-0.176,3.023,0.887,1.453
-4.859,-10.492,0.827,3.073,1.487,1.707
-4.396,-12.088,1.604,2.82,1.729,1.657
-3.785,-13.532,1.883,2.334,1.631,1.32
-2.931,-14.5,2.034,1.666,1.338,0.724
-1.644,-15.098,2.036,0.835,0.762,0.085
-0.849,-15.88,1.774,-0.001,0.081,-0.491
-0.466,-16.045,1.436,-0.753,-0.59,-1.019
-0.434,-16.341,1.57,-1.412,-1.228,-1.419
-1.233,-16.459,1.417,-1.966,-1.603,-1.616
