ax,ay,az,gx,gy,gz
-3.083,-9.509,-2.511,0.027,-0.218,0.1
-3.673,-9.463,-2.755,-0.045,-0.118,-0.028
-3.753,-8.804,-2.512,-0.105,0.04,-0.184
-3.423,-8.287,-2.395,-0.122,0.059,-0.278
-3.035,-8.038,-2.38,-0.105,0.129,-0.273
-2.29,-8.071,-2.489,-0.062,0.214,-0.139
-2.074,-8.369,-2.526,-0.011,0.013,0.034
-2.66,-8.887,-2.596,-0.001,-0.173,0.124
-3.295,-9.253,-2.643,-0.041,-0.128,0.07
-3.341,-9.347,-2.655,-0.103,0.021,-0.047
-3.15,-9.142,-2.623,-0.162,0.095,-0.16
-2.69,-8.861,-2.776,-0.176,0.216,-0.201
-1.766,-8.632,-2.905,-0.151,0.329,-0.066
-1.48,-8.563,-2.94,-0.092,0.116,0.169
-2.396,-8.711,-2.921,-0.045,-0.112,0.316
-3.303,-8.904,-2.951,-0.027,-0.048,0.303
-3.57,-8.946,-2.867,-0.035,0.111,0.186
-3.423,-8.822,-2.865,-0.035,0.237,0.037
-2.622,-8.497,-2.952,-0.021,0.458,0.009
-1.395,-8.121,-2.941,0.024,0.541,0.21
-1.757,-7.8,-2.594,0.096,0.11,0.418
-3.115,-7.806,-2.5,0.123,-0.023,0.429
-3.718,-8.287,-2.552,0.07,0.203,0.354
-3.486,-9.425,-2.886,-0.167,0.32,0.194
-1.377,-12.63,-3.862,-0.691,0.557,0.039
2.894,-17.071,-4.708,-1.515,0.883,-0.235
4.729,-21.044,-4.324,-2.359,0.611,-0.24
4.457,-20.905,-2.907,-2.845,1.156,0.436
4.123,-14.713,-2.589,-3.494,2.69,2.061
3.144,-0.502,0.055,-2.532,1.864,2.691
0.673,6.897,-0.724,-1.353,0.116,1.927
-3.021,18.469,-0.969,-0.295,-0.6,0.518
-1.799,20.882,-2.035,0.566,-2.391,-0.325
-4.434,13.447,-1.47,1.893,-5.66,-2.164
-7.728,0.182,-3.153,1.958,-4.925,-2.822
-8.861,-5.502,-1.054,2.044,-2.782,-1.756
-5.796,-14.41,-0.696,2.089,-2.011,-0.332
-7.151,-17.004,-0.456,1.877,-0.797,-0.168
-4.736,-14.921,-0.45,1.48,1.021,-0.008
-3.181,-13.11,-0.036,1.016,0.852,-0.192
-3.173,-10.802,-0.341,0.587,0.55,-0.419
-3.083,-9.714,-0.276,0.356,0.78,-0.375
-2.602,-9.353,-0.244,0.261,0.44,-0.286
-2.794,-9.201,-0.262,0.196,0.179,-0.199
-2.642,-9.182,-0.2,0.101,0.157,-0.178
-2.572,-9.266,-0.233,-0.045,-0.067,-0.376
-2.999,-10.622,-0.516,-0.301,-0.232,-0.731
-2.226,-12.823,-1.255,-0.678,-0.027,-1.1
0.592,-17.9,-1.088,-1.097,0.554,-1.268
3.054,-21.347,0.036,-1.772,0.525,-1.173
3.627,-20.553,0.974,-2.29,0.777,0.091
3.07,-6.779,0.952,-3.824,2.544,2.198
2.671,-0.236,4.032,-3.107,1.497,3.111
-1.389,7.627,3.321,-2.677,-0.23,1.544
-4.648,16.651,0.798,-1.777,-0.245,1.007
-4.136,16.01,-0.484,-0.783,-1.142,-0.195
-6.248,4.134,-0.491,1.372,-4.072,-2.132
-9.188,-1.646,-2.39,1.36,-2.999,-2.623
-8.519,-5.766,-1.477,1.57,-1.361,-0.628
-8.366,-11.58,0.236,1.547,-1.408,-0.058
-9.404,-12.251,1.015,1.279,-0.264,0.183
-6.379,-12.907,0.999,1.007,1.026,0.218
-3.925,-11.825,0.294,0.729,1.018,0.027
-3.827,-10.698,-0.264,0.591,0.559,-0.355
-3.315,-10.348,-0.627,0.45,0.79,-0.426
-3.376,-9.473,-1.068,0.325,0.464,-0.493
-3.237,-9.281,-0.969,0.134,0.529,-0.348
-3.313,-9.501,-1.026,-0.07,0.292,-0.359
-3.538,-10.539,-1.4,-0.422,0.329,-0.488
-3.361,-11.895,-2.253,-0.861,0.623,-0.759
-2.371,-14.106,-2.987,-1.513,1.147,-1.101
-1.368,-16.709,-3.117,-2.19,1.625,-1.445
-0.279,-18.614,-2.432,-2.741,2.227,-1.475
0.853,-17.632,-1.001,-3.157,2.836,-0.777
0.84,-13.133,-0.171,-3.805,4.176,0.595
4.955,4.944,2.385,-3.574,4.015,2.03
6.979,8.491,1.975,-2.657,1.698,2.264
5.219,16.934,0.691,-1.619,-0.605,0.748
4.073,19.849,-2.396,-0.612,-1.976,0.21
