ax,ay,az,gx,gy,gz
-1.163,-8.896,-3.842,-0.155,0.18,-0.212
-0.811,-8.609,-3.567,-0.13,0.129,-0.14
-0.823,-8.468,-3.677,-0.074,0.012,-0.053
-1.035,-8.355,-4.164,-0.022,-0.068,0.041
-1.239,-8.17,-4.739,-0.013,-0.051,0.127
-1.461,-7.863,-5.279,-0.05,-0.047,0.205
-2.031,-7.564,-5.753,-0.097,0.006,0.209
-2.485,-7.293,-6.122,-0.111,0.109,0.146
-2.612,-7.15,-6.323,-0.066,0.098,0.036
-2.683,-7.008,-6.483,0.008,0.039,-0.092
-2.549,-7.001,-6.437,0.057,0.012,-0.244
-1.948,-6.855,-6.097,0.029,-0.01,-0.33
-0.889,-6.409,-5.303,-0.072,-0.043,-0.289
-0.066,-6.146,-4.107,-0.201,-0.09,-0.092
0.096,-5.913,-3.136,-0.346,-0.21,0.361
-1.05,-6.381,-2.951,-0.462,-0.299,0.985
-2.732,-7.599,-3.868,-0.553,-0.533,1.374
-4.786,-9.748,-5.855,-0.668,-0.539,1.408
-6.119,-11.891,-7.975,-0.8,-0.024,1.027
-6.277,-13.409,-8.711,-0.886,0.584,0.189
-4.821,-14.292,-8.28,-0.999,1.305,-0.75
-2.652,-14.525,-6.973,-1.165,2.051,-1.196
-0.229,-12.908,-4.214,-1.445,2.504,-0.898
2.151,-8.686,-1.469,-2.06,2.475,0.346
3.867,2.432,-0.089,-2.895,1.826,1.734
4.206,7.851,-1.567,-2.752,0.773,2.604
4.302,10.935,-3.571,-2.277,-0.14,2.262
4.195,14.648,-5.501,-1.547,-0.492,1.441
3.558,15.652,-7.446,-0.379,-1.404,-0.097
0.816,8.059,-8.789,0.967,-2.093,-1.674
-1.683,4.944,-8.297,1.307,-2.017,-2.766
-2.795,3.445,-6.843,1.471,-1.652,-2.816
-3.426,-0.049,-6.096,1.54,-2.008,-2.809
-3.8,-4.334,-5.233,1.487,-1.719,-2.627
-1.934,-7.146,-5.139,1.513,-0.881,-2.106
1.337,-9.278,-4.897,1.482,-0.379,-1.442
2.449,-10.731,-5.006,1.266,-0.356,-0.787
2.569,-11.823,-5.21,0.952,-0.099,-0.197
1.685,-11.726,-6.062,0.646,0.083,0.198
1.084,-11.99,-5.94,0.298,0.301,0.297
0.281,-11.504,-4.868,0.021,0.29,0.192
0.031,-10.632,-3.86,-0.213,0.295,0.037
0.138,-9.594,-3.083,-0.397,0.232,-0.022
0.599,-9.338,-2.601,-0.556,0.243,0.109
0.666,-9.998,-3.54,-0.757,0.223,0.258
0.439,-11.534,-5.076,-0.937,0.331,0.36
0.419,-13.174,-6.157,-1.128,0.813,0.423
0.313,-14.463,-6.752,-1.392,1.212,0.478
0.099,-13.958,-6.157,-1.821,1.79,0.662
0.275,-10.578,-4.792,-2.368,2.42,1.285
1.577,-3.043,-3.078,-3.058,3.026,2.305
2.895,3.897,-3.063,-3.037,2.252,2.815
3.511,6.856,-3.781,-2.622,1.323,2.701
4.524,9.315,-4.991,-1.968,0.77,2.149
5.643,9.774,-6.17,-1.118,-0.051,1.233
4.742,7.157,-7.678,0.041,-1.259,-0.237
3.013,5.019,-7.903,0.657,-1.786,-1.406
0.832,5.18,-7.934,0.998,-1.856,-2.112
-0.638,4.798,-7.479,1.229,-2.008,-2.512
-1.89,2.54,-7.087,1.404,-2.304,-2.813
-2.902,-0.342,-6.836,1.447,-2.265,-2.752
-3.223,-3.446,-6.547,1.412,-1.635,-2.363
-1.968,-6.027,-5.933,1.351,-1.11,-1.875
-1.38,-8.389,-5.623,1.301,-1.068,-1.417
-1.156,-9.075,-5.303,1.157,-0.838,-1.014
-0.795,-9.496,-5.301,0.983,-0.566,-0.666
