ax,ay,az,gx,gy,gz
-2.596,-6.165,-1.478,-0.409,0.632,-1.236
-2.413,-7.07,-1.783,-0.338,0.352,-0.668
-2.627,-7.698,-2.057,-0.3,0.165,-0.281
-2.627,-8.254,-2.107,-0.32,0.06,-0.084
-2.947,-8.233,-2.083,-0.328,-0.01,-0.034
-2.73,-8.127,-2.05,-0.345,-0.045,-0.001
-2.963,-8.041,-2.34,-0.336,-0.224,0.042
-3.292,-8.13,-2.678,-0.327,-0.308,0.067
-3.803,-8.262,-3.069,-0.302,-0.324,0.053
-4.097,-8.374,-3.419,-0.264,-0.3,0.006
-4.393,-8.346,-3.656,-0.207,-0.17,-0.086
-4.284,-8.01,-3.571,-0.131,-0.033,-0.18
-4.094,-7.558,-3.359,-0.039,0.023,-0.21
-3.894,-7.316,-3.239,0.051,0.049,-0.157
-3.844,-7.254,-3.233,0.122,0.076,-0.055
-3.98,-7.237,-3.233,0.199,0.138,0.047
-4.136,-7.03,-2.972,0.283,0.24,0.153
-4.38,-6.626,-2.833,0.38,0.356,0.251
-4.504,-6.642,-2.303,0.539,0.636,0.362
-4.209,-7.75,-1.84,0.668,0.88,0.491
-3.437,-10.189,-1.48,0.602,0.865,0.522
-2.442,-13.035,-1.414,0.238,0.784,0.28
-1.167,-15.356,-0.962,-0.401,0.585,-0.164
-0.313,-16.614,-0.656,-1.204,0.11,-0.624
-0.145,-16.689,-0.329,-1.999,-0.433,-0.983
-0.753,-14.887,-0.145,-2.537,-0.575,-0.995
-2.122,-12.194,-0.308,-2.726,-0.692,-0.533
-3.516,-9.429,-1.056,-2.587,0.183,0.408
-3.253,-4.597,-2.211,-2.226,0.714,1.592
-3.736,2.475,-4.0,-1.567,1.19,2.726
-1.673,5.351,-5.149,-1.064,1.41,2.919
-0.833,7.182,-7.277,-0.695,1.243,2.415
0.945,8.537,-8.648,-0.363,0.777,1.505
0.967,7.63,-9.7,-0.121,0.113,0.1
1.441,5.073,-9.892,-0.126,-0.299,-1.564
-0.238,5.594,-10.448,-0.003,-0.624,-2.47
-0.345,5.742,-9.026,0.287,-0.653,-2.809
-1.868,5.169,-8.157,0.696,-1.262,-2.864
-2.862,2.621,-6.905,1.131,-1.095,-2.468
-3.144,-0.786,-5.327,1.749,-0.909,-1.665
-3.525,-4.296,-3.302,2.351,-0.542,-0.709
-3.786,-7.239,-1.864,2.871,0.096,0.251
-3.95,-9.998,0.23,3.233,0.919,1.018
-3.645,-11.072,1.743,3.375,1.589,1.508
-3.635,-12.609,2.755,3.177,2.048,1.669
-3.102,-14.135,3.002,2.692,2.038,1.492
-2.724,-15.347,2.95,1.944,1.803,1.05
-1.947,-15.849,2.366,0.991,1.219,0.464
-1.666,-16.287,1.932,0.061,0.552,-0.178
-1.369,-16.147,1.831,-0.847,-0.198,-0.76
-2.03,-15.177,2.04,-1.636,-0.785,-1.244
-2.65,-14.237,2.562,-2.241,-1.214,-1.536
-3.493,-13.385,2.722,-2.606,-1.503,-1.587
-4.721,-12.22,2.437,-2.761,-1.424,-1.414
-5.291,-10.669,1.401,-2.695,-1.201,-0.997
-5.624,-8.479,-0.042,-2.494,-0.462,-0.3
-4.567,-4.757,-1.981,-2.295,0.185,0.792
-4.508,1.579,-4.736,-1.876,0.735,1.955
-1.613,4.479,-6.244,-1.488,1.352,2.393
-0.704,6.528,-7.973,-1.176,0.848,1.989
0.331,8.389,-9.491,-0.822,0.857,1.084
0.994,8.82,-10.325,-0.332,0.69,-0.333
2.184,5.822,-9.954,-0.063,0.172,-1.836
0.109,5.768,-10.14,0.233,-0.615,-2.666
-0.524,5.379,-9.72,0.605,-0.252,-2.62
-1.168,3.351,-8.134,1.046,-0.759,-2.106
-2.781,0.743,-6.647,1.574,-0.95,-1.228
-4.15,-1.863,-4.627,2.177,-0.578,-0.226
-5.175,-5.253,-2.309,2.82,-0.15,0.758
-6.167,-7.724,0.366,3.313,0.555,1.424
-6.435,-9.349,1.914,3.512,1.283,1.828
-6.43,-10.947,3.384,3.426,1.912,1.934
-5.903,-12.448,4.219,3.079,2.217,1.798
-4.762,-13.214,4.205,2.457,2.267,1.479
-3.316,-14.421,3.846,1.677,1.821,1.107
-2.667,-15.28,3.294,0.902,1.073,0.606
-2.066,-15.595,2.832,0.084,0.278,0.029
-2.168,-15.58,2.579,-0.705,-0.571,-0.609
-2.745,-15.476,2.82,-1.418,-1.213,-1.188
-3.656,-15.035,3.263,-2.022,-1.778,-1.66
-4.783,-14.339,3.745,-2.511,-2.047,-1.936
-5.912,-13.72,3.709,-2.834,-2.165,-2.005
-6.453,-12.608,3.081,-2.946,-1.765,-1.764
-7.025,-10.661,1.737,-2.913,-1.222,-1.173
-5.913,-7.315,-0.048,-2.793,-0.143,-0.06
-4.562,-0.342,-2.564,-2.452,0.366,1.418
-2.617,3.838,-4.284,-1.933,1.418,2.311
-0.795,6.213,-6.309,-1.496,1.038,2.251
1.442,8.205,-8.133,-1.065,1.257,1.803
2.443,9.091,-9.049,-0.535,0.419,0.638
2.12,6.659,-9.127,-0.167,-0.063,-1.143
0.962,6.43,-9.358,0.021,-0.885,-2.392
-0.184,6.649,-8.692,0.285,-0.842,-2.674
-1.914,4.819,-7.342,0.669,-1.582,-2.503
-4.032,2.094,-6.233,1.183,-1.458,-1.85
-4.715,-2.097,-4.677,1.799,-1.1,-0.737
-5.985,-6.094,-2.96,2.504,-0.771,0.421
-6.883,-9.016,-1.169,3.108,0.097,1.307
-7.05,-10.535,0.559,3.472,0.981,1.8
-7.206,-11.643,1.95,3.524,1.673,1.961
-6.69,-12.051,2.865,3.316,2.159,1.795
-5.392,-12.6,3.081,2.845,2.105,1.435
-4.443,-13.702,2.974,2.211,1.703,0.987
-3.641,-14.391,2.278,1.434,1.117,0.4
-2.959,-14.808,1.731,0.554,0.435,-0.282
-2.842,-15.484,1.762,-0.329,-0.297,-0.999
-3.073,-15.678,2.258,-1.197,-0.939,-1.688
-3.698,-15.729,3.151,-1.99,-1.533,-2.234
-4.378,-15.534,4.189,-2.653,-1.876,-2.579
-5.003,-14.742,4.613,-3.104,-2.185,-2.451
-5.697,-12.733,3.806,-3.219,-1.758,-1.78
-4.95,-9.845,2.516,-3.145,-0.941,-0.571
-3.672,-2.813,-0.118,-2.807,-0.045,1.172
-2.985,3.804,-2.902,-2.205,0.369,2.588
-0.892,6.54,-5.257,-1.628,1.119,2.782
0.78,8.855,-7.715,-1.173,1.122,2.308
1.713,10.104,-9.523,-0.681,0.727,1.301
1.632,8.017,-10.157,-0.3,-0.044,-0.401
1.54,6.043,-10.116,0.018,-0.456,-1.908
-0.565,6.541,-10.141,0.396,-1.042,-2.437
-1.696,5.041,-8.831,0.827,-1.429,-2.489
-3.696,3.175,-7.148,1.267,-1.551,-2.3
-4.266,-0.058,-5.327,1.685,-1.131,-1.661
-4.869,-3.993,-3.319,2.114,-0.772,-0.736
-5.237,-6.665,-1.558,2.507,-0.185,0.069
-5.301,-8.096,0.432,2.797,0.735,0.776
-5.178,-9.543,1.612,2.918,1.231,1.429
-6.126,-10.726,2.618,2.993,1.622,1.794
-5.761,-11.51,2.809,2.8,2.097,1.856
-5.086,-13.151,3.227,2.43,1.999,1.789
-5.016,-14.46,2.842,1.871,1.433,1.35
-4.525,-15.11,2.469,1.175,1.027,0.615
-3.739,-15.172,2.248,0.335,0.424,-0.221
-3.725,-15.213,2.536,-0.509,-0.303,-1.004
-3.81,-14.776,3.005,-1.353,-1.0,-1.685
-4.301,-14.355,3.597,-2.065,-1.58,-2.115
-4.693,-14.152,4.368,-2.624,-2.016,-2.246
-5.34,-13.367,4.173,-2.984,-2.065,-2.067
-5.475,-11.482,3.196,-3.058,-1.788,-1.475
-5.03,-8.673,2.008,-2.963,-0.878,-0.302
-4.314,-2.48,-0.632,-2.691,-0.461,1.315
-3.918,3.796,-2.959,-2.16,0.469,2.696
-3.062,6.337,-5.46,-1.628,0.445,2.837
-1.999,8.357,-7.582,-1.187,0.995,2.414
-0.9,9.374,-9.387,-0.672,0.707,1.436
-0.495,7.133,-9.502,-0.267,0.627,-0.134
-0.189,4.949,-9.9,0.007,-0.02,-1.671
-0.508,5.424,-9.178,0.306,0.033,-2.137
-1.358,4.798,-8.434,0.643,-0.714,-2.233
-2.893,3.378,-7.124,1.007,-1.12,-2.072
-3.753,1.049,-6.06,1.486,-1.139,-1.615
-4.697,-1.982,-4.195,2.039,-0.995,-0.993
-5.269,-4.618,-2.442,2.656,-0.547,-0.24
-5.859,-6.822,-0.032,3.176,0.047,0.414
-6.19,-8.836,1.783,3.494,0.908,0.884
-6.323,-10.015,3.565,3.537,1.527,1.204
-5.942,-11.384,4.782,3.294,1.985,1.396
-5.401,-12.664,5.366,2.757,1.879,1.262
-4.695,-13.842,5.223,2.024,1.612,0.932
-3.781,-14.515,4.747,1.145,0.973,0.404
-3.059,-15.052,4.346,0.219,0.371,-0.209
-2.733,-14.752,3.72,-0.708,-0.37,-0.813
-2.856,-14.593,3.86,-1.573,-0.996,-1.309
-3.543,-14.235,3.937,-2.259,-1.521,-1.685
-4.2,-14.0,4.257,-2.75,-1.873,-1.927
-4.871,-13.681,4.213,-3.028,-2.028,-1.939
-5.372,-12.973,3.717,-3.123,-1.955,-1.651
-5.157,-11.105,2.415,-3.011,-1.169,-0.871
-3.874,-7.257,0.8,-2.865,-0.308,0.522
-3.243,1.826,-2.228,-2.516,0.413,2.152
-1.939,5.154,-4.359,-2.019,0.999,2.87
-0.812,8.308,-6.844,-1.515,1.069,2.466
-0.286,10.758,-8.663,-1.059,1.132,1.502
0.071,11.306,-9.86,-0.515,0.83,-0.076
0.472,6.0,-9.52,-0.065,0.007,-1.74
-0.781,5.601,-9.3,0.294,-0.843,-2.569
-2.233,4.27,-8.605,0.671,-1.017,-2.433
-2.992,1.6,-6.981,1.068,-1.484,-1.985
-4.361,-1.212,-5.891,1.488,-1.65,-1.349
-5.52,-4.105,-4.184,1.967,-0.954,-0.681
-5.601,-6.628,-2.886,2.297,-0.071,-0.005
-5.587,-8.206,-1.029,2.541,0.821,0.549
-5.447,-8.846,-0.231,2.658,1.414,0.982
-5.522,-9.951,1.211,2.634,1.919,1.294
-5.035,-10.748,1.815,2.406,2.157,1.486
-4.499,-11.808,2.299,2.108,2.168,1.436
-3.575,-13.409,2.225,1.68,1.773,1.192
-2.954,-14.911,2.181,1.141,1.249,0.645
-2.205,-15.821,1.909,0.46,0.628,-0.084
-1.762,-16.05,1.993,-0.306,-0.112,-0.904
-2.127,-16.041,2.267,-1.065,-0.91,-1.572
-2.649,-15.482,2.796,-1.74,-1.405,-2.045
-3.438,-14.882,2.909,-2.285,-1.759,-2.193
-3.988,-14.083,2.779,-2.655,-1.803,-1.926
-4.922,-12.674,1.863,-2.79,-1.296,-1.287
-4.02,-9.562,0.751,-2.813,-0.376,-0.212
-3.387,-3.307,-1.43,-2.644,0.318,1.335
-2.342,2.872,-3.143,-2.163,1.254,2.49
-0.098,5.638,-4.951,-1.712,1.325,2.614
0.923,8.345,-7.272,-1.258,1.009,2.136
1.534,9.31,-8.874,-0.721,0.722,1.059
1.688,7.139,-9.466,-0.296,0.011,-0.577
1.311,4.74,-9.851,-0.077,-0.784,-1.874
-1.058,4.956,-9.986,0.197,-0.916,-2.371
-1.404,3.549,-8.858,0.438,-0.977,-2.43
-2.87,2.251,-8.19,0.668,-1.388,-2.209
-3.45,-0.251,-7.295,0.956,-1.161,-1.714
-3.737,-2.967,-6.361,1.275,-1.057,-1.061
-4.045,-5.145,-5.527,1.648,-0.783,-0.382
-4.74,-6.825,-4.174,2.114,-0.154,0.214
-4.699,-8.524,-2.504,2.532,0.578,0.741
-5.166,-9.176,-0.895,2.86,1.104,1.081
-4.777,-10.479,1.0,2.933,1.843,1.242
-3.741,-11.55,2.448,2.764,2.056,1.275
-2.574,-12.704,2.807,2.31,1.75,1.146
-1.801,-14.363,2.727,1.66,1.281,0.747
-0.631,-16.167,2.598,0.771,0.76,0.135
-0.157,-16.825,2.279,-0.171,-0.039,-0.646
-0.375,-18.129,2.95,-1.164,-0.818,-1.422
-0.974,-18.303,3.931,-2.06,-1.27,-1.999
-1.824,-17.071,4.307,-2.788,-1.583,-2.033
-2.703,-14.937,4.047,-3.187,-1.273,-1.465
-3.861,-11.438,2.905,-3.24,-0.7,-0.391
-3.424,-4.892,1.082,-3.006,0.113,1.075
-4.436,3.308,-2.293,-2.386,0.75,2.52
-1.489,6.339,-4.469,-1.805,1.331,2.779
-0.626,8.561,-7.286,-1.207,1.419,2.284
2.072,9.159,-8.922,-0.705,1.102,1.514
2.114,7.724,-10.363,-0.292,0.596,0.164
4.079,4.597,-9.782,-0.155,0.161,-1.443
1.466,5.495,-10.136,0.099,-0.454,-2.176
1.102,5.182,-8.815,0.266,-1.076,-2.386
-1.554,4.481,-8.237,0.542,-1.507,-2.53
-2.31,2.697,-7.417,0.882,-1.411,-2.217
-3.231,-0.421,-6.481,1.345,-1.445,-1.508
-3.79,-3.331,-5.338,1.866,-1.298,-0.601
-5.255,-5.258,-3.902,2.526,-0.568,0.193
-5.655,-7.671,-1.959,2.926,0.183,0.981
-6.593,-9.551,0.394,3.278,0.871,1.484
-6.537,-11.04,1.941,3.23,1.457,1.773
-6.043,-12.87,3.546,2.887,1.858,1.725
-4.436,-14.634,3.858,2.186,1.536,1.424
-3.187,-15.158,3.347,1.403,0.928,0.776
-2.114,-15.931,2.299,0.505,0.173,0.047
-2.006,-16.034,1.565,-0.294,-0.482,-0.8
