ax,ay,az,gx,gy,gz
-5.05,-1.365,-3.475,-0.291,0.51,-0.485
-5.597,-1.72,-3.681,-0.105,0.37,-0.188
-6.652,-1.854,-3.98,0.027,0.035,0.134
-7.995,-1.544,-4.356,0.083,-0.248,0.359
-8.959,-0.906,-4.648,0.023,-0.193,0.39
-9.072,-0.057,-4.728,-0.045,-0.203,0.384
-8.781,0.332,-4.705,-0.078,-0.23,0.315
-7.646,0.445,-4.412,-0.078,-0.088,0.21
-6.17,0.096,-4.087,-0.044,-0.055,0.155
-5.148,-0.537,-3.799,0.07,-0.34,0.265
-5.06,-1.441,-3.789,0.14,-0.475,0.35
-5.447,-1.824,-3.799,0.164,-0.439,0.344
-6.432,-2.164,-3.932,0.17,-0.38,0.253
-7.801,-2.0,-4.087,0.199,-0.287,0.103
-9.03,-2.124,-4.302,0.227,-0.295,-0.018
