ax,ay,az,gx,gy,gz
0.166,-9.814,0.081,-0.038,0.994,0.633
0.135,-9.994,0.3,-0.207,0.897,0.691
0.337,-9.71,-0.454,-0.444,0.994,0.801
-0.377,-9.49,-0.377,-0.789,0.769,0.851
-0.145,-9.033,-0.792,-1.262,0.82,0.957
-0.533,-8.306,-1.108,-1.771,0.733,1.126
-0.79,-7.309,-2.034,-2.251,0.808,1.38
-1.612,-6.125,-2.747,-2.692,0.563,1.62
-1.874,-4.601,-4.299,-3.047,0.572,1.901
-2.679,-3.123,-5.478,-3.216,0.271,2.152
-3.365,-1.534,-7.011,-3.15,0.274,2.35
-4.527,-0.007,-8.094,-2.918,0.008,2.383
-4.862,1.19,-8.493,-2.578,-0.081,2.313
-5.109,2.202,-8.404,-2.207,-0.175,2.157
-5.065,3.242,-8.061,-1.868,-0.066,1.959
