ax,ay,az,gx,gy,gz
-4.245,-14.453,2.723,-2.776,-1.625,-1.544
-4.025,-11.726,1.68,-2.868,-0.945,-0.379
-3.641,-4.626,-0.309,-2.61,0.091,1.482
-3.466,2.897,-2.211,-2.118,0.57,2.961
-1.434,5.741,-4.094,-1.605,0.905,2.91
-0.548,9.503,-6.708,-1.098,0.903,2.337
0.505,11.446,-8.185,-0.642,0.879,1.131
0.92,9.062,-8.733,-0.295,-0.033,-0.832
0.523,5.358,-9.228,-0.112,-0.504,-2.49
-1.459,5.27,-9.595,0.101,-0.717,-2.647
-2.496,3.312,-8.281,0.278,-0.9,-2.41
-3.781,1.353,-7.756,0.54,-1.229,-1.882
-4.801,-1.882,-6.397,0.861,-0.994,-1.04
-5.125,-4.735,-5.217,1.319,-0.602,-0.112
-5.448,-6.635,-3.379,1.932,-0.169,0.642
