ax,ay,az,gx,gy,gz
0.697,-17.443,2.225,-0.201,-0.448,-1.452
0.164,-19.387,3.462,-1.334,-1.044,-1.69
-2.035,-19.546,3.917,-2.736,-0.31,-0.929
-5.481,-10.995,6.525,-4.486,1.539,0.548
-3.01,2.037,9.278,-5.109,3.45,1.833
0.852,11.638,11.406,-4.247,1.941,2.109
1.028,17.937,11.847,-2.704,0.763,1.281
-1.947,18.277,12.171,-0.51,-1.744,0.52
-1.117,7.967,8.465,1.744,-3.133,-0.652
-4.161,-4.285,4.005,3.071,-4.154,-1.567
-8.47,-11.601,1.738,3.197,-1.8,-1.221
-7.392,-16.008,-0.037,2.796,0.039,0.03
-2.243,-15.665,-1.122,2.094,1.816,0.335
0.456,-13.339,-0.092,1.757,1.662,0.455
1.024,-12.188,0.717,1.22,0.897,0.447
