ax,ay,az,gx,gy,gz
-3.643,-13.996,3.368,-2.524,-1.12,-1.927
-3.686,-12.14,2.702,-2.646,-1.116,-1.258
-3.509,-9.484,1.755,-2.629,-0.546,-0.119
-3.506,-3.248,-0.721,-2.422,-0.29,1.411
-4.004,3.398,-3.272,-1.913,0.642,2.814
-2.022,5.667,-5.362,-1.486,0.732,2.761
-1.261,8.122,-8.222,-1.044,1.223,2.15
0.39,9.237,-9.813,-0.519,1.194,1.07
1.246,7.584,-10.095,-0.125,0.9,-0.588
2.431,4.983,-10.036,0.014,0.007,-2.263
0.41,6.015,-9.887,0.287,-0.373,-2.689
-0.123,4.967,-8.433,0.526,-1.138,-2.656
-2.168,3.644,-7.407,0.864,-1.635,-2.389
-3.098,1.086,-6.587,1.242,-1.499,-1.779
-3.429,-2.148,-5.01,1.744,-0.985,-0.887
