ax,ay,az,gx,gy,gz
-4.391,-9.557,0.699,-2.32,-0.646,-0.882
-4.198,-7.492,-0.251,-2.193,-0.355,0.01
-3.571,-2.836,-1.856,-1.939,0.29,1.495
-4.018,4.264,-4.92,-1.488,1.133,2.686
-0.977,5.624,-6.178,-1.17,1.455,2.561
-0.175,8.495,-8.7,-0.854,1.332,1.996
1.694,10.02,-10.214,-0.513,1.418,1.203
2.412,9.048,-11.344,-0.25,0.898,-0.291
3.645,5.008,-10.624,-0.205,-0.087,-1.729
0.679,6.527,-11.227,0.002,-0.353,-2.055
0.18,5.653,-10.071,0.22,-0.381,-2.003
-1.831,5.112,-9.091,0.551,-0.806,-1.943
-3.146,3.851,-7.902,0.988,-0.897,-1.698
-3.763,1.56,-6.528,1.477,-0.676,-1.159
-4.178,-0.976,-5.282,2.019,-0.731,-0.467
