ax,ay,az,gx,gy,gz
1.411,-10.95,2.759,0.287,-0.951,-0.667
2.176,-13.871,3.042,-0.006,-1.61,-0.856
1.528,-16.723,1.876,-0.647,-1.827,-0.641
-0.454,-18.244,1.358,-2.062,-0.404,0.285
-2.208,-10.728,2.91,-3.883,1.582,1.303
-0.379,1.94,3.506,-4.441,3.907,2.349
3.556,11.656,5.219,-3.816,2.75,2.185
0.313,17.122,10.396,-1.53,1.269,0.581
-0.941,13.997,11.583,0.666,-0.504,-0.856
1.029,2.767,8.513,2.985,-1.561,-1.817
-1.023,-10.895,7.692,4.025,-2.527,-2.608
-4.601,-18.694,5.956,3.703,-0.466,-2.278
-1.137,-21.113,1.719,1.972,1.178,-0.778
1.594,-16.546,1.29,1.175,1.809,-0.181
1.431,-12.122,2.645,0.628,1.16,-0.176
