ax,ay,az,gx,gy,gz
-4.093,-12.824,1.509,-2.941,-0.254,-1.473
-3.835,-10.204,0.962,-2.834,0.271,-0.548
-2.996,-5.514,-0.33,-2.486,0.548,0.702
-2.842,0.541,-2.231,-2.065,1.016,2.121
-1.684,5.728,-4.27,-1.48,1.525,2.91
-0.039,8.455,-6.76,-1.063,1.27,2.814
0.746,9.742,-9.025,-0.694,1.26,2.092
1.911,9.656,-10.491,-0.337,1.089,0.807
2.953,8.34,-11.227,0.05,0.669,-0.864
2.819,7.194,-11.093,0.28,-0.335,-2.055
1.138,7.047,-9.883,0.649,-0.613,-2.562
0.031,6.196,-8.338,1.012,-1.22,-2.636
-1.609,3.675,-6.975,1.278,-1.393,-2.251
-2.668,0.494,-5.375,1.599,-1.314,-1.443
-3.55,-3.228,-3.819,1.958,-0.872,-0.417
