ax,ay,az,gx,gy,gz
-1.068,-19.937,0.49,-1.253,-1.459,-1.236
-2.045,-23.39,2.681,-2.16,-0.54,-1.346
-2.269,-18.71,5.668,-3.95,1.327,-0.637
-3.775,-0.58,4.571,-5.463,3.727,0.446
2.66,8.979,9.487,-4.316,3.003,1.337
-1.896,17.643,6.802,-3.049,1.338,0.698
0.74,25.526,2.942,-1.675,0.516,0.541
-0.276,25.249,-1.223,0.894,-2.728,-0.149
-1.098,7.171,0.811,3.428,-5.226,-0.772
-7.829,-1.79,-3.978,3.578,-4.139,-1.449
-2.258,-9.138,-1.741,3.452,-1.895,-0.728
-1.99,-14.683,0.147,3.274,-1.566,-0.535
-0.126,-17.426,0.636,2.422,0.114,-0.362
2.427,-15.841,-0.393,1.484,0.636,-0.333
2.723,-14.182,-0.577,0.581,0.45,-0.366
