ax,ay,az,gx,gy,gz
4.308,-8.816,-2.204,-0.591,-0.436,-0.326
3.98,-8.49,-2.08,-0.692,-0.292,-0.393
3.955,-7.693,-1.918,-0.834,-0.016,-0.561
4.404,-6.622,-2.224,-1.016,0.187,-0.808
5.035,-5.988,-2.575,-1.149,0.358,-1.101
6.291,-5.696,-3.284,-1.224,0.523,-1.372
7.794,-5.941,-4.21,-1.182,0.669,-1.445
9.281,-6.369,-5.239,-1.072,0.738,-1.253
9.988,-6.639,-5.754,-0.928,0.605,-0.928
10.135,-6.332,-6.125,-0.75,0.36,-0.573
9.573,-5.968,-6.193,-0.52,0.13,-0.259
9.049,-5.449,-6.025,-0.265,-0.058,-0.054
8.666,-5.284,-5.821,-0.018,-0.271,0.047
8.449,-5.61,-5.481,0.194,-0.422,0.134
8.518,-6.134,-5.294,0.321,-0.444,0.292
