ax,ay,az,gx,gy,gz
-0.561,7.778,-5.059,0.819,0.009,-1.335
-1.21,7.134,-5.541,0.752,0.053,-1.149
-1.473,6.544,-5.849,0.715,0.11,-0.994
-1.964,5.97,-6.252,0.66,0.019,-0.868
-2.294,5.453,-6.645,0.64,0.134,-0.777
-2.631,5.0,-7.105,0.638,0.096,-0.741
-2.718,4.495,-7.501,0.661,0.161,-0.724
-2.683,3.975,-7.888,0.7,0.212,-0.706
-2.761,3.383,-8.126,0.746,0.362,-0.684
-2.575,2.745,-8.41,0.79,0.353,-0.64
-2.354,2.06,-8.609,0.835,0.581,-0.563
-2.16,1.431,-8.716,0.874,0.687,-0.497
-1.452,0.897,-8.798,0.925,0.977,-0.384
-1.196,0.436,-8.911,0.956,1.062,-0.243
-0.349,0.119,-8.78,1.031,1.349,0.057
