ax,ay,az,gx,gy,gz
1.233,-7.462,-6.083,-0.678,-0.573,-0.484
1.441,-7.025,-6.279,-0.536,-0.456,-0.35
1.485,-6.884,-6.272,-0.413,-0.31,-0.332
1.331,-6.72,-6.737,-0.265,-0.211,-0.301
0.854,-6.88,-6.507,-0.161,0.091,-0.248
0.903,-7.108,-6.481,-0.104,0.421,-0.194
0.852,-7.171,-6.286,-0.093,0.516,-0.16
0.912,-7.114,-6.187,-0.084,0.54,-0.13
0.907,-7.115,-5.908,-0.091,0.538,-0.132
1.168,-7.088,-5.691,-0.151,0.399,-0.177
1.334,-6.974,-5.82,-0.211,0.169,-0.268
1.49,-6.782,-6.068,-0.249,0.058,-0.369
1.533,-6.823,-6.23,-0.285,0.048,-0.449
1.772,-6.985,-6.468,-0.388,-0.023,-0.58
2.075,-7.125,-6.932,-0.464,-0.039,-0.697
