ax,ay,az,gx,gy,gz
7.366,7.476,-2.272,-0.041,-0.226,-0.122
7.382,7.444,-2.346,-0.066,-0.211,-0.059
7.316,7.45,-2.503,-0.076,-0.22,0.001
7.415,7.418,-2.554,-0.058,-0.17,0.041
7.259,7.36,-2.655,-0.043,-0.141,0.058
7.459,7.341,-2.701,-0.021,-0.089,0.065
7.344,7.266,-2.801,0.004,-0.048,0.064
7.553,7.209,-2.848,0.024,0.015,0.063
7.487,7.112,-3.006,-0.001,-0.0,0.061
7.789,7.116,-3.183,-0.07,-0.062,0.056
7.743,7.037,-3.359,-0.179,-0.275,0.07
7.807,7.12,-3.493,-0.255,-0.482,0.066
8.139,7.121,-3.768,-0.229,-0.88,0.089
8.162,7.285,-4.147,-0.116,-1.181,0.216
8.083,7.329,-4.464,0.117,-1.309,0.406
