ax,ay,az,gx,gy,gz
5.516,-8.554,-2.195,0.55,-0.07,-0.458
5.276,-8.851,-1.987,0.442,-0.2,-0.282
4.921,-8.933,-1.649,0.373,-0.165,-0.074
4.852,-8.999,-1.425,0.359,-0.042,0.142
4.827,-9.065,-1.246,0.366,0.018,0.309
4.904,-9.121,-1.204,0.368,0.046,0.402
4.888,-9.329,-1.127,0.363,0.093,0.381
5.094,-9.551,-0.884,0.339,0.154,0.288
5.284,-9.717,-0.604,0.266,0.205,0.154
5.273,-9.806,-0.286,0.087,0.196,0.067
5.266,-9.703,0.245,-0.143,0.29,0.006
5.703,-9.388,0.831,-0.376,0.429,-0.052
6.009,-8.997,1.001,-0.613,0.478,-0.087
5.971,-8.69,0.861,-0.832,0.498,-0.094
6.029,-8.403,0.639,-0.96,0.581,-0.14
