ax,ay,az,gx,gy,gz
8.093,6.272,-4.974,0.826,-1.505,1.321
7.355,4.898,-5.644,0.818,-1.986,1.506
6.919,3.633,-5.954,0.964,-1.794,1.657
6.106,2.603,-6.58,1.085,-1.688,1.652
5.18,1.903,-7.276,1.228,-1.308,1.572
4.818,1.245,-7.956,1.325,-0.728,1.473
4.65,0.592,-8.413,1.35,-0.286,1.363
4.777,-0.177,-8.77,1.299,0.018,1.276
4.909,-0.98,-8.9,1.231,0.439,1.257
5.38,-1.755,-8.682,1.151,0.72,1.298
5.428,-2.696,-8.237,1.025,0.667,1.309
5.348,-3.427,-7.751,0.885,0.622,1.296
5.056,-4.128,-7.312,0.726,0.562,1.229
5.014,-4.675,-6.902,0.565,0.443,1.106
4.739,-5.24,-6.606,0.41,0.318,0.938
