ax,ay,az,gx,gy,gz
-5.724,6.636,8.117,2.069,-1.256,5.102
-9.207,8.845,9.537,2.068,-1.687,5.91
-15.511,7.679,11.143,1.718,-2.443,5.623
-22.183,4.567,12.394,0.803,-1.818,4.095
-29.469,1.221,14.157,-0.79,-0.383,1.585
-34.288,2.053,21.163,-2.568,1.864,-1.626
-40.26,6.7,30.428,-3.975,3.859,-4.481
-36.339,15.759,34.831,-4.724,5.078,-6.693
-28.264,24.204,32.111,-4.59,4.236,-7.388
-20.358,28.412,26.45,-3.103,2.598,-6.27
-15.567,25.504,17.352,-1.048,0.642,-4.095
-7.412,17.052,6.465,0.551,-0.385,-1.985
-6.535,5.638,0.964,1.593,-0.27,0.145
-9.218,-3.744,1.598,2.101,0.317,1.528
-9.423,-9.483,3.167,1.812,1.173,2.097
