ax,ay,az,gx,gy,gz
-5.977,6.214,7.157,2.057,-0.885,4.973
-9.524,7.336,9.039,2.103,-1.359,5.837
-17.903,4.721,10.21,1.728,-1.614,5.541
-24.822,1.395,10.641,0.621,-0.903,3.992
-30.478,-0.178,14.007,-0.88,0.752,1.28
-37.617,1.574,22.398,-2.609,2.91,-1.867
-42.952,10.896,29.786,-3.841,4.407,-4.77
-33.902,22.633,32.243,-4.448,4.955,-7.007
-24.633,29.608,29.524,-3.944,4.214,-7.157
-18.534,31.732,23.773,-2.532,2.429,-5.585
-10.741,26.628,14.213,-0.842,0.465,-3.337
-2.761,15.198,4.76,0.529,-0.447,-1.128
-5.155,2.752,0.814,1.622,-1.001,1.048
-8.96,-5.268,2.278,2.269,-0.671,1.966
-8.687,-9.489,3.13,2.282,-0.081,2.201
