ax,ay,az,gx,gy,gz
-5.489,-2.687,3.215,0.674,-0.207,3.726
-7.499,-0.987,3.007,-0.124,-0.623,3.854
-11.666,-1.292,3.022,-0.939,-0.904,3.624
-20.003,-3.39,4.002,-1.926,-1.107,2.503
-30.088,-4.764,9.052,-2.949,0.351,0.082
-40.577,0.883,17.418,-3.545,2.258,-2.608
-40.482,10.665,23.194,-3.533,3.609,-5.043
-33.348,17.735,22.797,-3.16,3.444,-6.295
-25.274,23.123,20.398,-2.07,2.927,-5.796
-18.953,24.525,14.286,-0.576,1.195,-3.694
-8.18,16.965,5.15,0.484,-0.124,-1.599
-6.328,4.812,-1.219,1.142,-1.157,0.564
-10.096,-3.185,-1.264,1.44,-0.463,1.937
-10.771,-8.092,-0.218,1.339,0.612,2.278
-7.227,-10.163,0.42,1.065,1.25,2.288
