ax,ay,az,gx,gy,gz
0.396,-7.947,3.178,2.287,3.997,4.076
0.25,-6.015,3.003,2.448,2.849,4.726
-2.413,-3.715,4.016,2.672,1.329,4.902
-6.085,-2.857,9.4,2.49,0.298,5.098
-10.564,-3.252,16.358,1.448,-1.643,4.185
-15.261,-4.431,26.438,-0.747,-2.623,2.88
-18.468,-0.927,37.245,-3.044,-3.198,1.304
-21.424,3.49,42.484,-5.38,-4.006,-0.329
-20.276,10.995,40.366,-7.224,-3.184,-1.949
-16.184,17.108,33.819,-6.854,-2.183,-2.492
-13.126,19.56,23.658,-4.626,-1.649,-2.469
-9.337,13.331,13.381,-2.468,-0.096,-1.728
-4.619,5.431,7.099,-0.336,1.38,-0.854
-2.36,-3.716,4.541,1.533,1.804,-0.004
-2.071,-9.52,4.21,2.211,2.848,0.875
